score	location
"[[ 0.10665249  0.10112962 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.65346282  0.33194613  0.32638953  0.32638953  0.30319155  0.28985296
   0.28985296  0.27354628  0.25228541  0.24186839]
 [ 0.49550314  0.39243467  0.39016212  0.24585506  0.24585506  0.16380442
   0.16298986 -1.         -1.         -1.        ]
 [ 0.52849231  0.52849231  0.33637043  0.28234395  0.20490439  0.18937093
  -1.         -1.         -1.         -1.        ]
 [ 0.43262704  0.37597937  0.11461272  0.07922525  0.06432188  0.06432188
  -1.         -1.         -1.         -1.        ]
 [ 0.4908224   0.4270184   0.03416046  0.03416046 -0.03437536 -0.05084431
  -0.06378461 -1.         -1.         -1.        ]
 [ 0.3481501   0.33900401  0.14644617 -0.00237154 -0.00237154 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.70799324  0.70799324  0.34259928  0.34259928  0.17650272  0.17650272
   0.05656737  0.05656737  0.05313331  0.05313331]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.71799414  0.70555815  0.29138279  0.28888954  0.28643565  0.27542361
   0.27542361  0.27478438  0.27478438  0.27312376]
 [ 0.52849231  0.52849231  0.33637043  0.28234395  0.20490439  0.18937093
  -1.         -1.         -1.         -1.        ]
 [ 0.13873244  0.04881345 -0.0225496  -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	1.0
"[[ 2.30731442e-01  2.30731442e-01 -5.78025931e-02 -6.40614525e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.46392800e-01  4.46392800e-01 -4.06722788e-02 -4.38374998e-02
  -6.23813947e-02 -7.18383324e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.02699752e-01  2.87977270e-01 -9.36350632e-03 -9.36350632e-03
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.81222255e-01  4.51304919e-01  3.10093140e-01  2.64992165e-01
   2.54361891e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.00213106e-01  2.00213106e-01  5.80525264e-02  5.80525264e-02
   7.53195931e-04  7.53195931e-04 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.76686250e-01  3.76686250e-01  2.04422480e-01  2.04422480e-01
   7.88591351e-02  7.88591351e-02 -3.29562395e-03 -3.29562395e-03
  -2.21476485e-02 -2.21476485e-02]
 [ 2.84900517e-01  2.18330382e-01  8.26296865e-02  8.26296865e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.16358114e-01  4.16358114e-01  8.63084571e-02  8.58776057e-02
   8.14779458e-02  7.76685974e-02  6.57331259e-02 -7.69876551e-03
  -7.69876551e-03 -6.49748035e-02]
 [ 4.46392800e-01  4.46392800e-01 -4.06722788e-02 -4.38374998e-02
  -6.23813947e-02 -7.18383324e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.04341611e-01  2.90459016e-01  1.99154771e-01  1.59977735e-01
  -3.87637767e-02 -4.46631629e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.46216747e-01  6.15914429e-01  6.08188136e-01  5.84539028e-01
   3.19117496e-01  2.76170208e-01 -1.92711762e-02 -1.92711762e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 3.31203384e-01  3.27379420e-01  2.51164358e-01  2.51164358e-01
   4.10596770e-02  4.07669201e-02  1.29655701e-02  1.29655701e-02
  -9.32308820e-04 -1.11337733e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"	12.0
"[[ 0.11078562  0.11078562  0.10864959  0.10864959  0.0450494   0.0450494
   0.017779    0.017779   -0.0142368  -0.0142368 ]
 [ 0.18719127  0.15830427  0.1556286   0.08732907  0.0495448   0.04885602
   0.02805277  0.01957651  0.01203493 -0.00776356]
 [ 0.10388287  0.10388287  0.05146173  0.04863603 -0.02627274 -0.02627274
  -0.05033815 -0.05033815 -0.0601302  -0.0601302 ]
 [ 0.38949132  0.38949132  0.35769939  0.35769939  0.2428364   0.2428364
   0.19390978  0.19390978  0.17101228  0.17101228]
 [ 0.30768293  0.24607505  0.06598798  0.03180339  0.03180339 -0.02444357
  -1.         -1.         -1.         -1.        ]
 [ 0.12001561  0.1124902   0.10386269  0.10386269  0.10235174  0.10235174
   0.09972134  0.08551771  0.08551771  0.07023961]
 [ 0.22936857  0.22936857  0.22336448  0.22336448  0.16920788  0.1517601
   0.14973786  0.1281541   0.1281541   0.1187784 ]
 [ 0.11888081  0.04279591  0.02615014 -0.01491778 -0.01491778 -0.03364503
  -1.         -1.         -1.         -1.        ]
 [ 0.36510148  0.35765265  0.27506498  0.27276976  0.21260735  0.20569416
   0.20483568  0.16827076  0.14243401  0.12937084]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.18719127  0.15830427  0.1556286   0.08732907  0.0495448   0.04885602
   0.02805277  0.01957651  0.01203493 -0.00776356]
 [ 0.09681454  0.09681454 -0.02960568 -0.02960568 -0.07368139 -0.07441263
  -0.07806512 -0.09299149 -0.10593173 -0.10593173]
 [ 0.38949132  0.38949132  0.35769939  0.35769939  0.2428364   0.2428364
   0.19390978  0.19390978  0.17101228  0.17101228]
 [ 0.27328767  0.20337969  0.10522865  0.08280647  0.01589445  0.00821791
  -0.02090586 -0.02090586 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	14.0
"[[ 0.16064906  0.16064906  0.11491683  0.11491683  0.08096872  0.08096872
   0.05254252  0.05254252  0.02526423  0.00856555]
 [ 0.244955    0.244955    0.03194652  0.01711613 -0.05171474 -0.05606502
  -0.05985197 -0.05985197 -0.09116969 -0.09116969]
 [ 0.16064906  0.16064906  0.11491683  0.11491683  0.08096872  0.08096872
   0.05254252  0.05254252  0.02526423  0.00856555]
 [ 0.44035948  0.44035948  0.11974864  0.11974864  0.10944277  0.10944277
  -0.04350705 -0.04350705 -0.05051062 -0.05185248]
 [ 0.14213733  0.13582147 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.20358471  0.18962642  0.12966047  0.06897125  0.05949405  0.05071811
   0.0334183   0.0334183   0.03245028  0.02914367]
 [ 0.19004887  0.15945628  0.02782133  0.02755422 -0.02920325 -0.0347668
  -0.07142073 -0.07142073 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.31008367  0.3095809   0.24137984  0.16027868  0.15427329 -0.03332164
  -0.07679244 -0.07679244 -0.08286541 -1.        ]
 [ 0.35944584  0.35944584  0.31994754  0.31994754  0.29092265  0.29092265
   0.15976119  0.15976119  0.08519025  0.06902934]
 [ 0.40409135  0.40409135 -0.01305288 -0.0194544  -0.08481781 -0.08481781
  -1.         -1.         -1.         -1.        ]
 [ 0.47090964  0.46787677  0.38808787  0.20412004  0.0473403   0.04329711
   0.01648568  0.00884885  0.00483782  0.00330265]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	12.0
"[[ 6.50122799e-01  6.50122799e-01  2.15867209e-01  2.15867209e-01
   1.97903827e-01  1.97903827e-01  1.09641838e-01  9.97340931e-02
   9.60014292e-02  9.60014292e-02]
 [ 5.21514496e-01  4.96816545e-01  1.93618378e-01  1.91628432e-01
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.77661212e-01  1.72739417e-01  1.69080343e-01  8.82142979e-02
  -3.84213644e-02 -3.84213644e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.06771713e-02  6.06771713e-02  4.67043112e-03 -9.35403883e-03
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 7.02933670e-01  7.02933670e-01  1.15999724e-01  5.03240231e-02
   4.93155752e-02  4.89454500e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.20739745e-01  5.20739745e-01  4.02981625e-01  3.79083941e-01
   7.22576669e-02  7.22576669e-02  3.19818222e-02  2.76384455e-02
   1.81284898e-02  1.52894576e-02]
 [ 1.95637951e-01  1.95637951e-01  1.52740609e-01  1.48341996e-01
   1.40719562e-01  1.40719562e-01  1.36047829e-01  1.03789856e-01
  -6.47719709e-02 -6.47719709e-02]
 [ 4.23506848e-01  4.23506848e-01  2.54952584e-02  2.54952584e-02
   6.77604252e-03  1.13476908e-03  7.80116785e-04 -2.63713786e-04
  -2.63713786e-04 -6.88237854e-03]
 [ 5.91289175e-01  5.37659065e-01  2.31228151e-01  2.18622786e-01
   1.01336645e-01  8.25833176e-02  5.42907899e-02  5.42907899e-02
   3.25246051e-02  3.25246051e-02]
 [ 5.35095892e-01  4.87072672e-01  4.59589499e-01  3.90054363e-01
   1.04105654e-01  7.83682321e-02 -7.88191414e-02 -7.88191414e-02
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.17717183e-01  4.17717183e-01  1.50695644e-01  1.50695644e-01
  -4.43106588e-02 -4.43106588e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.37152334e-01  5.40499976e-01  3.73781220e-01  3.62238112e-01
   3.39865670e-01  2.31182891e-01  1.16776752e-01  1.09978989e-01
   1.00856692e-01  9.89278149e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.54285121e-01  2.28130706e-01  1.93444962e-01  1.93444962e-01
   9.37489411e-02  8.75322188e-02  1.79992295e-02  1.04273024e-02
  -1.51673238e-02 -6.78318452e-02]
 [ 4.29213937e-01  4.29213937e-01  4.07998551e-01  4.04270339e-01
   1.00571470e-01  1.00481526e-01  8.80419561e-02  7.84347551e-02
   7.84347551e-02 -3.25369029e-02]
 [ 4.83395190e-01  4.83395190e-01  6.34305610e-02  6.34305610e-02
   5.20957989e-02  5.20957989e-02  1.74975754e-02  1.74975754e-02
  -5.36468450e-02 -5.36468450e-02]
 [ 4.08480263e-01  4.08480263e-01 -2.26764022e-02 -2.26764022e-02
  -8.58902340e-02 -8.58902340e-02 -9.01434814e-02 -9.01434814e-02
  -9.30057605e-02 -9.30057605e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"	17.0
"[[ 0.55962529  0.55962529  0.06825988  0.02792213  0.0212983   0.01644064
  -1.         -1.         -1.         -1.        ]
 [ 0.52653431  0.52653431  0.43270627  0.43039994  0.24834501  0.20490275
   0.15438947  0.11050986  0.09449679  0.09449679]
 [ 0.29906642  0.28314951  0.14016986  0.12682421  0.04670075  0.04670075
   0.02053076 -1.         -1.         -1.        ]
 [ 0.09181115  0.08750656  0.08321219  0.07899948  0.05275087  0.05275087
  -1.         -1.         -1.         -1.        ]
 [ 0.48165333  0.47464424  0.40060437  0.40060437  0.24580585  0.24580585
   0.2074566   0.19287801  0.13873102  0.13873102]
 [ 0.49355072  0.44202636  0.14340931  0.12367145  0.12213589  0.11985708
   0.07429297  0.03262476 -0.01194896 -0.01194896]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.55184128  0.44100697  0.12021868  0.12021868  0.0065305   0.00432361
   0.00432361 -0.04519688 -0.0487519  -0.05723074]
 [ 0.49902968  0.48711558  0.44269134  0.29010336  0.29010336 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.08666072  0.08666072  0.0189973   0.0189973  -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.62832201  0.43480948  0.369741    0.359935    0.34615932  0.32875091
   0.28085326  0.26376676  0.12986299  0.07533955]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.5972188   0.53980389  0.53980389  0.45807107  0.43305909  0.43184104
   0.30245042  0.24494525  0.24232815  0.04148669]
 [ 0.06878411  0.05613374  0.04139412  0.0361116   0.0361116  -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.36369017  0.35254612  0.32419044  0.20726326  0.1718297   0.1363428
   0.12240402  0.11215543  0.06815628  0.06229918]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	15.0
"[[ 2.82281904e-01  2.69303100e-01  2.12691968e-01  2.12691968e-01
   1.21553695e-01  7.80891363e-02  6.54963264e-02  8.41557540e-03
   2.54032487e-03 -2.53487061e-02]
 [ 3.32560522e-01  3.05190326e-01  1.72609977e-01 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.75334971e-01  2.75334971e-01  1.30926262e-01  1.30926262e-01
   1.19697483e-01  1.19697483e-01  1.19636200e-01  1.19636200e-01
   1.17435572e-01  1.17435572e-01]
 [ 4.36855535e-01  4.36855535e-01  8.81405839e-04 -1.20682931e-02
  -1.28723492e-02 -2.44433499e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.75088618e-01  4.65793115e-01  1.36359560e-01  1.25511800e-01
   3.57638760e-03 -4.61052423e-02 -5.45945041e-02 -5.45945041e-02
  -9.48671303e-02 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.19949770e-01  5.11345540e-01  2.93005671e-01  2.83767824e-01
   2.83767824e-01  2.62340381e-01  2.62340381e-01  2.41636098e-01
   2.38178270e-01  2.30637352e-01]
 [ 3.22650107e-01  3.22173624e-01  9.90423376e-02  6.81342499e-02
  -3.35597756e-02 -3.35597756e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.37797378e-01  3.50880608e-01  3.50880608e-01  3.19775230e-01
   3.11286814e-01  2.88214771e-01  2.07801775e-01  2.07801775e-01
   8.21090445e-02  3.06884813e-02]
 [ 3.67425833e-01  3.53787001e-01  3.25538053e-01  2.99198049e-01
   1.05057105e-01  7.95425729e-02  7.20004916e-02  6.43015207e-02
   5.46227531e-04  5.46227531e-04]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.87918877e-01  4.34823867e-01  4.26331605e-01  2.23302303e-01
   5.72021299e-02  5.10266062e-02  5.10266062e-02  2.13946785e-02
  -6.90477953e-04 -3.60120529e-03]
 [ 3.85455572e-01  3.58401018e-01  2.31887093e-01  2.16300673e-01
   7.57333777e-02  2.46908273e-02 -1.05693396e-01 -1.05693396e-01
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"	10.0
"[[ 0.52286106  0.52046555  0.5188588   0.43337708  0.39027456  0.28089521
   0.20089809  0.19447148 -0.07093432 -0.07093432]
 [ 0.14701157  0.1437554   0.13366554  0.11398156  0.11398156  0.10657905
   0.10535115  0.09355057  0.08616238  0.08298182]
 [ 0.49721815  0.49721815  0.26349145  0.26349145  0.17182013  0.09210395
   0.08180058  0.08180058 -0.04695156 -0.21998973]
 [ 0.45364844  0.45364844  0.08543012  0.08049253  0.05904436  0.05556134
  -1.         -1.         -1.         -1.        ]
 [ 0.34054781  0.2619059  -0.01987829 -0.01987829 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.34231655  0.29195347  0.12029096  0.11485989  0.10865551  0.10391172
  -0.02680693 -0.02680693 -0.02751741 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.60864853  0.54919827  0.54548125  0.50890206  0.50404597  0.50404597
   0.49883029  0.49717068  0.49717068  0.48614837]
 [ 0.04704183  0.03628271 -0.00907563 -0.00907563 -0.04478886 -0.04854199
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.19805135  0.19805135  0.05182696  0.05182696  0.00314867  0.00314867
  -1.         -1.         -1.         -1.        ]
 [ 0.54300989  0.53180728  0.45759061  0.42429226  0.39581504  0.19341629
   0.13925358  0.05993767 -0.07872507 -0.07872507]
 [ 0.38125875  0.36461362  0.19532706  0.1822013   0.06129062  0.06129062
   0.00849319  0.00849319 -1.         -1.        ]
 [ 0.24827035  0.24827035  0.23063208  0.20881639  0.05762478  0.05762478
   0.02168367  0.02168367 -0.00778355 -0.00778355]
 [ 0.3348933   0.29161595  0.07664414  0.06115052  0.03796972  0.03796972
  -1.         -1.         -1.         -1.        ]
 [ 0.13167844  0.13068336 -0.01540474 -0.01540474 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	7.0
"[[ 0.48554843  0.48554843  0.01020506 -0.03706961 -0.0434404  -0.04368456
  -1.         -1.         -1.         -1.        ]
 [ 0.34756819  0.27628229  0.27536201  0.2547796   0.09359091  0.06390756
  -1.         -1.         -1.         -1.        ]
 [ 0.0907651   0.07228538  0.07228538  0.0703607  -0.02854875 -0.02854875
  -1.         -1.         -1.         -1.        ]
 [ 0.23609734  0.15218376  0.15197102  0.12694974  0.12694974  0.02101094
   0.0152695  -1.         -1.         -1.        ]
 [ 0.24533823  0.23112038 -0.08430142 -0.08430142 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.35576201  0.34963735  0.2134437   0.2134437   0.12827857  0.128202
   0.11785803  0.11270599  0.11270599  0.10249476]
 [ 0.4189324   0.41599514  0.01138222  0.00582384 -0.09780254 -0.10461182
  -0.1338243  -0.1338243  -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	5.0
"[[-0.05232463 -0.05232463 -0.07448413 -0.07448413 -0.08905758 -0.08905758
  -0.094631   -0.094631   -0.11498165 -0.11498165]
 [-0.01823927 -0.01830977 -0.12714386 -0.13112729 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.19774496  0.18270642 -0.11882756 -0.11882756 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.22038583  0.22038583  0.15989945  0.15989945  0.13777942  0.13777942
   0.11806491  0.08995335  0.08297198  0.04796021]
 [ 0.10299608  0.08075579  0.06375457  0.06375457  0.028732   -0.03853947
  -0.03853947 -0.05617562 -0.05617562 -0.07570357]
 [-0.06587495 -0.06587495 -0.1598019  -0.1598019  -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.1124628   0.1030908   0.1030908   0.10175249  0.10175249  0.06341694
   0.06341694  0.03812088  0.03812088  0.02373203]
 [ 0.04081117  0.04081117 -0.01894936 -0.01894936 -0.05026605 -0.05026605
  -0.06707982 -0.16937281 -0.18693654 -0.21743272]
 [ 0.49086449  0.20204196 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.20353076  0.20353076  0.18322613  0.18322613  0.17551483  0.17551483
   0.16441156  0.16324469  0.16324469  0.15863306]
 [ 0.0701773   0.0701773  -0.0038173  -0.02195667 -0.02805743 -0.02805743
  -0.03673441 -0.03673441 -0.0545817  -0.06033153]
 [ 0.08840504  0.08752967  0.08524159  0.07759873  0.01455569  0.01285868
  -0.00818816 -0.02368107 -0.03146281 -0.0381733 ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	12.0
"[[ 2.30418561e-01  2.26818772e-01 -8.51683970e-03 -8.51683970e-03
  -2.59872434e-02 -3.27859205e-02 -4.64884743e-02 -1.09474857e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 3.65227918e-01  2.69218973e-01  2.69218973e-01  2.04979607e-01
   2.04979607e-01  1.60010377e-01  1.58239683e-01  1.41928713e-01
   1.20589669e-01  1.08290351e-01]
 [ 2.57556052e-01  1.73249673e-01  1.24439263e-01  1.10754019e-01
   9.86818051e-02  8.29538836e-02  8.21188986e-02  3.98793707e-02
   3.59530626e-02  1.90955811e-02]
 [ 1.36060287e-01  1.36060287e-01  1.10737189e-01  1.10737189e-01
   9.60939451e-02  9.60939451e-02  3.57295038e-02  3.57295038e-02
   2.30534724e-02  2.30534724e-02]
 [ 3.31456855e-01  3.31456855e-01 -5.79844193e-02 -8.46068456e-02
  -1.20480550e-01 -1.44390497e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.07103270e-01  1.93165232e-01  1.59617721e-01  1.51759868e-01
   1.00382013e-01  5.84930837e-02  5.68265885e-02  2.02890969e-02
   1.43481841e-02 -1.33843423e-02]
 [ 1.74790520e-01  1.57722783e-01  1.51171742e-01  1.40489460e-01
   1.83571791e-02  1.83571791e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.31456855e-01  3.31456855e-01 -5.79844193e-02 -8.46068456e-02
  -1.20480550e-01 -1.44390497e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.42910127e-01  4.33484975e-01  2.39666136e-01  2.39666136e-01
   2.22790309e-02  2.05915755e-02 -1.45514988e-04 -1.45514988e-04
  -1.23118675e-02 -1.23118675e-02]
 [ 3.00446276e-01  3.00446276e-01  1.13258534e-01 -2.76312721e-02
  -2.76312721e-02 -6.08738961e-02 -6.08738961e-02 -1.40585797e-01
  -1.61610142e-01 -2.00119170e-01]
 [ 2.41885320e-01  2.26328611e-01  1.33096489e-01  1.21633459e-01
   9.97979587e-02  6.82619276e-02  3.62766947e-03  3.62766947e-03
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"	6.0
"[[ 0.43178572  0.43178572  0.03646977  0.03646977  0.02784732  0.01639239
   0.00847483 -0.02082206 -0.02802043 -1.        ]
 [ 0.48946692  0.44658936  0.42143828  0.00768954  0.00768954 -0.06835913
  -0.06835913 -1.         -1.         -1.        ]
 [ 0.61242063  0.60473509  0.52342228  0.2104265   0.14809484  0.11495262
   0.11495262 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.3926874   0.3926874   0.32210157  0.25341862  0.19973827  0.19973827
   0.18931     0.18931     0.12835966  0.12835966]
 [ 0.38526421  0.38526421  0.20053696  0.20053696  0.06186112  0.06186112
   0.03425026  0.03425026 -0.02531628 -0.02531628]
 [ 0.53156366  0.53156366  0.32937734  0.32937734  0.20295278  0.20295278
   0.01208322  0.01208322 -0.02200797 -0.02200797]
 [ 0.46074312  0.46074312  0.37949301  0.3754077   0.30891288  0.30891288
   0.16794127  0.13239972  0.13239972  0.12662142]
 [ 0.48438252  0.47603646  0.47327875  0.43520731  0.20226064  0.20226064
   0.16216214  0.09113722  0.06492424  0.0587039 ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.61242063  0.60473509  0.52342228  0.2104265   0.14809484  0.11495262
   0.11495262 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.28011566  0.2655356   0.06004885 -0.01191913 -0.01191913 -0.07184218
  -0.07552422 -0.08366365 -0.08366365 -0.15638898]
 [ 0.46521548  0.44234965  0.26386203  0.21735673  0.07584706  0.07584706
  -1.         -1.         -1.         -1.        ]
 [ 0.78266967  0.77263249  0.23130855  0.21179323  0.11859789  0.08295836
   0.07386493  0.06058038  0.03151352  0.03151352]
 [ 0.37347656  0.37347656  0.00914669  0.00914669 -0.08205354 -0.09618829
  -0.16003681 -0.16877085 -0.17864215 -1.        ]
 [ 0.48946692  0.44658936  0.42143828  0.00768954  0.00768954 -0.06835913
  -0.06835913 -1.         -1.         -1.        ]
 [ 0.61242063  0.60473509  0.52342228  0.2104265   0.14809484  0.11495262
   0.11495262 -1.         -1.         -1.        ]
 [ 0.58107754  0.58107754  0.56162472  0.54118218  0.49022668  0.47377569
   0.38732186  0.33943071  0.33943071  0.10522386]
 [ 0.5559212   0.55068124  0.22138874  0.18255079 -0.18895064 -0.18895064
  -1.         -1.         -1.         -1.        ]
 [ 0.42031684  0.17138112  0.16044149  0.15108143  0.06740844  0.06740844
   0.05653958  0.05653958  0.03945135  0.03945135]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	9.0
