text	detection
So , how ' s the flower business going ? Oh , it ' s blossoming quite nicely .	1
Press any key to continue or any other key to quit	0
When thy friend asks , let there be no to - morrow .	0
If you trust before you try , you may repent before you die .	0
My grandmother gave me  sound advice on her deathbed : it ' s worth spending money on good speakers !	1
The museum curator loves showing us his art .	0
Musicians need a leader because they don ' t know how to conduct themselves .	1
It ' s not that the man did not know how to juggle , he just didn ' t have the balls to do it .	1
My advanced geometry class is full of squares .	1
If you think there is good in everybody , you probably haven ' t met everybody .	0
Talk of the devil and he ' s sure to appear .	0
He frequently practices furtive looks to operate at peek efficiency .	0
Dentists on death fill their last cavity .	0
He lit the arrow head because he wanted to fire it .	1
Labor Day is a good time to stop and reflect on the august events the the preceding month .	0
Geologists can be sedimental about their work .	0
Most males in a men ' s room are stand - up guys .	1
Meet me at the clothes line . That ' s where I hang out !	1
Engineers : often wrong , seldom in doubt .	0
People in medieval days were always hanging out by the gallows .	1
While having a hard time water - skiing , the boy commented , ' This is such a drag . '	1
OLD BUS DRIVERS never die , they just take a turn for the worse .	0
I do a lot of spreadsheets in the office so you can say I ' m excelling at work .	1
Some childen are often on their pest behavior .	0
A guy swallowed a spoon and found he couldn ' t stir .	1
Why did the scarecrow get a promotion ? Because he was outstanding in his field .	0
Why do archers shoot arrows ? Could it be they are trying to get a point across ?	1
Even if you ' re on the right track , you ' ll get run over if you just sit there .	1
A play , based on billiards , started right on cue .	1
Better is the enemy of good .	0
Come huddle with us before the big game	0
Have an optometrist run for president , because they are people of vision .	1
A lot of big delivery companies are always trying to courier favour .	0
The boughs that bear most hang lowest .	0
He put bug spray on his watch to get rid of the ticks .	1
The passenger couldn ' t find where his next flight was , but then he made the connection .	1
A high scoring football game can be very offensive .	1
There was an orchestra conductor who threw tempo tantrums .	0
If it ain ' t broke , let me have a shot at it .	0
She was only a catcher ' s daughter , but she had many balls bounce off her chin .	0
Luggage salespeople have to make a good case for you to buy .	1
 ' I have to check the score on this exam again , ' ' Randy remarked .	0
I wanted to bring a penguin home but my parents said that wasn ' t going to fly .	1
This is a picture of my new house , saidJack, visibly moved .	1
When some coins fell into the batter it turned out to be a rich cake .	1
I keep hearing music coming from the printer . I think the paper is jamming .	1
He ' d never gone hunting but decided to give it a shot .	1
Jumping to conclusions is bad exercise	1
A lot of trees were dying , but they needed to figure out the root of the problem .	1
I ' d love to , but my patent is pending .	0
I ' ve always pictured myself taking selfies .	1
Any given program , once running , is obsolete .	0
What does an invisible watermelon look like ? Like that .	0
She memorized just what kind of locket she wanted , by heart .	1
Of COURSE I ' m on topic . ( Which echo is this ? )	0
The math professor went crazy with the blackboard . He did a number on it .	1
What do you call a snake that works in the government ? A civil serpent .	0
My name is Bill . I run a collection agency	0
A belly button is for salt when you eat celery in bed .	0
When in Rome , do as the Romans do .	0
- Call me a taxi . - OK , you ' re a taxi .	0
Keep your friends close , but your enemies closer .	0
Towels tell bad jokes because they have a dry sense of humour . 	1
What kind of bee is uncertain ? A maybe .	0
Nature reserves are an eagle opportunity employer .	0
The French eat snails because they dislike fast food .	1
My son wanted a scooter . When I told him they are too dangerous , he moped around the house .	0
New legislation forbids anyone but Santa ' s family dressing up as him , and you must be named in the related clauses .	0
My wife uses a kitchen implement to shred garlic and parmesan cheese , which I hate . It really is the grater of two evils .	0
The heart sees farther than the head .	0
Oh sure ! But what ' s the speed of dark ?	0
Footprints on the sands of time are not made by sitting down .	0
Surfing is a swell sport !	1
Old sanitation men never die , they just waste away	1
When he forgot to itemize what he wanted at the grocery store he felt quite listless .	1
In a recession , the most secure job is garbage - man . Business is always picking up .	1
It ' s bad luck to be superstitious .	0
 ' I ' m just an ordinary soldier , ' ' Tiffany admitted privately .	0
Do NOT look into laser with remaining eye . .	0
When the beekeeper moved into town he created quite a buzz .	1
I try wearing tight jeans , but I can never pull it off .	1
Anarchists of the world , UNITE ! !	0
I use artificial sweetener at work . I add it to everything I say to my boss .	0
Sherry is a good drink for the weekends , am I right ?	0
We ' ll burn that bridge when we come to it .	0
A thief fell and broke his leg in wet cement . He became a hardened criminal .	1
The massage which came with the spa treatment was a nice touch .	1
A young nurse was nervous about giving vaccinations but gave it her best shot .	1
7 days without prayer makes 1 weak	0
Those with scissors shouldn ' t use cutting words .	1
Save the whales , spouted Peter .	1
A good friend never offends .	0
Old hockey players never die , they just achieve their final goal .	1
I ' ll have what the gentleman on the floor is having .	0
After he bought his two - year - old a felt pen , he was a marked man .	1
If you go for a job interview at a rubber stamp company try to make a good impression .	1
""" Tea , Early Grey , hot "" - Picard . . "" Ale , Romulan , lots . "" - Kirk"	0
A skier who makes it to the olympics finds that it is all downhill from there .	1
Two podiatrists became arch rivals .	1
I hate it when motorcyclists hog the road .	1
A man brought his retriever to the vet for some tests and had to pay a lab fee .	1
Some diets cause a gut reaction .	1
We have nothing to fear but fear itself .	0
I ' m ! A ! Graduate ! Of ! The ! Bill ! Shatner ! Acting ! School !	0
Reality is not only stranger than we imagine , it is stranger than we can imagine .	0
I went to a buffet dinner with my neighbor , who is a taxidermist . After such a big meal , I was stuffed .	1
When they told him that his drum couldn ' t be fixed , it didn ' t resonate very well .	1
Take care of number one .	0
Legends tell us that a weakness of the carnivorous vampire is a steak .	0
The spirit is willing but the flesh is weak .	0
Marconi was not wired up about going .	1
Patience is a virtue heavy in wait .	0
OLD ANTENNA ENGINEERS never retire , they just phase away .	0
Some people who cut hair can be quite barbarous .	0
For the orthodontist visit , the boy had to brace himself .	1
Fear the man of one book .	0
Getting this job managing a country estate has put me off fried eggs . I ' m a gamekeeper turned poacher .	1
A drummer can cymbalize the enthusiasm of a band .	0
It ain ' t over till the fat lady sings .	0
My new theory on inertia doesn ' t seem to be gaining momentum .	1
Sign at a deer crossing : The Buck Stops Here .	0
They hid from the gunman in a sauna where they could sweat it out .	1
Those who want to paint polka - dots have to find a good spot .	1
Confidence is important ; the computer can sense fear .	0
Working for the IRS is a hard job because it is so taxing .	1
Weather forecasters thinking is sometimes clouded .	1
The musician in jail was anxiously awaiting his next release .	1
Basketball players are always bouncing ideas off each other .	1
Two surgeons were joking about sutures and had each other in stitches .	1
What you see is what you get .	0
Despite the cost of living , have you noticed how it remains so popular ?	0
I got a nasty electric shock the other day , but I wasn ' t phased .	0
No matter how much you push the envelope , it ' ll still be stationery .	0
If there ' s one person you don ' t want to interrupt in the middle of a sentence it ' s a judge .	1
Baseball players are expected to perform well right off the bat .	1
Never lie to your lawyer .	0
He bought a donkey because he thought he might get a kick out of it .	1
Policeman came looking for you yesterday ! 	0
Live by the sword , die by the sword .	0
There are 2 kinds of people : pessimists and fools . . . .	0
She swallowed a peach seed and could feel it in the pit of her stomach .	1
Last night sex was so good the neighbors lit cigarettes .	0
OLD BUTCHERS never die , they just get disjointed .	1
High on a ladder he saw a beautiful girl below . He fell for her .	1
The rodent catcher was always trying to weasel his way out of work .	1
When Wally discovered he had Lyme disease he was really ticked off .	1
A lot of kneeling will keep you in good standing	0
When asked by a passenger how high he would get , the pilot replied , ' I don ' t do drugs . '	1
He took a nail to the volleyball game because he wanted to spike it .	1
Why yes , I - do - work for a unit of the Illuminati .	0
Wilbur Wright said he ' d take a flier on it .	1
Do not add oil to the fire .	0
The safe was invented by a cop and a robber . It was quite a combination .	1
The enemy of my enemy , is my friend .	0
Nothing ventured , nothing gained .	0
Convicts are committed people .	1
Old door framers never die , they just become unhinged .	1
Why are Italians so good at making coffee ? Because they really know how to espresso themselves .	0
He was a Red Cross blood donor until he went out of circulation .	1
Refusing to go to the gym counts as resistance training .	1
A musician went to hospital after playing too many accidentals .	1
The one thing that is constant is Change especially if you are a cashier .	1
Aliens can easily understand each other because their language is universal .	1
Once the pin is pulled , Mr . Grenade is no longer a friend . . .	0
Good girls go to heaven . Bad girls go EVERYwhere .	0
Anyone who remembers the 60 ' s . . . wasn ' t there .	0
Males who wonder why they should have a prostate exam usually get it in the end .	0
Sign on an electrician ' s truck : Let us remove your shorts .	0
The All - Pro wide receiver ' s wedding was a little bit shaky , but his reception was excellent .	1
He was only a weatherman '  s son , but he sure had a warm front .	1
No pain , no gain .	0
Never put off till tomorrow what can be done today .	0
I ' m buying a birthday present for a sculptor . Can you chip in ?	1
The invention of a shirt fastener after the button was a snap .	1
He folded and straightened the money because he wanted a tidy sum .	1
Zeal without knowledge is a runaway horse .	0
The teddy bear left the restaurant feeling stuffed .	1
The astronauts said their experience on the moon was out of this world .	1
The psychiatrist told the genie his emotions were all bottled up .	1
A computer program attached to an electric chair would have to have its execution checked carefully .	1
One night a banking tycoon fell overboard from his yacht . He was saved because he could float a loan .	1
What is a computer ' s favorite kind of cookie ? Chocolate chip .	1
Stealing someone ' s coffee is called ' mugging ' .	1
Two cooks disagreed but decided to hash it over .	1
If you don ' t know how to choose music ask a guitarist - they know how to pick .	1
Two lovers who had been apart for some time were reunited on a foggy day . One whispered to the other ' I mist you ' .	0
She was only a Pitcher ' s daughter , but you should have seen her curves .	0
My fear of planes has taken off .	1
To teach someone how to build a compass you have to be good at giving directions .	1
When the CEO dropped his brownie on the calculator , was he trying to fudge the numbers ?	1
There is no smoke without fire .	0
Admiration is the daughter of ignorance .	0
She was only a Wrestler ' s daughter , but you oughtta see her box . .	0
Don ' t burn the candle at both ends .	0
If fortune favours , beware of being exalted ; if fortune thunders , beware of being overwhelmed .	0
Hotel owners usually have suite dreams .	0
My coach got stung by a bee . The next day he had hives .	1
' ' Waiter , there ' s a fly in my soup ! ' ' ' ' Force of habit , sir , the chef used to be a tailor .	1
It ' s a fact , taller people sleep longer in bed .	1
Old geographers never die , they just become legends .	1
Time will tell .	0
A seminar on Time Travel will be held 2 weeks ago . . . .	0
When you give to god , you always get back change	0
Authors can be very pensive .	0
Life imitates art .	0
Don ' t argue with a bomb inventor - he might blow up at you .	1
Negotiations regarding the railroads have been derailed due to union protests .	1
One leftover said to another ' foiled again . '	1
Man with authority walks into a bar and orders everyone a round .	0
We went to the owls convention and it was a real hoot .	1
Let me know right away if you don ' t get this message .	0
If you think that mutt made strange sounds as a pup , you should hear him grown .	0
The more you stroke the cat ' s tail , the more he raises his back .	0
A dog gave birth to puppies near the road and was ticketed for littering .	1
To be a successful frequent flier you need a lot of connections .	1
Wal - Mart Is Not the Only Saving Place . Come On In .	0
Overheard in med school - ' I learned about the colon through the process of elimination . '	1
Home sweet home .	0
Do not let adversity get you down unless you are on your knees	0
If you can ' t make it good , make it expensive .	0
Curiosity didn ' t kill the cat . I got ' im with the mower !	0
The longest mile is the last mile home .	0
When I had my PlayStation stolen , my family were there to console me .	1
When the father found he had septuplets , he could hardly believe his own census .	0
they stand best who kneel most	0
The manufacturers of dynamite do a booming business .	1
I used to be addicted to soap , but I ' m clean now .	1
The more people I meet , the more I like my dog .	0
It is not wise to open old wounds .	0
In the old days a suspended sentence was hanging .	1
During branding cowboys have sore calves .	1
Conductors are essential for the performance tonight .	0
A boy told his parents he wanted to raise goats for a living , but he was only kidding .	1
The best place for criticism is in front of your mirror .	0
Do I straddle the fence on issues ? Well , yes and no . . . .	0
Money doesn ' t grow on sprees .	0
A wife lasts as long as a marriage , an ex - wife for ever .	0
I got angry when my cell phone battery died . My counselor suggested I find an outlet .	1
 ' I make the armour out of chain links , ' ' Sammy replied by mail .	1
The state police highway officer worked tirelessly in the heavy rain to assist a lady whose car was stuck in a ditch . He was a real trooper .	0
After they had it out in the boxing ring , they called it square .	1
Joan is as good as my lady in the dark .	0
Like father , like son .	0
To some - marriage is a word . . . to others - a sentence .	1
Building a cul - de - sac would be a bit of a dead - end job .	0
I ' m not worthless . I can always serve as a bad example .	0
When potato chips don ' t sell fast enough , the maker knows it will soon be crunch time .	1
My name is Wade and I ' m in swimming pool maintenance .	0
When the pirate captain ' s ship ran aground he couldn ' t fathom why .	1
Speed doesn ' t kill . Stopping very fast kills .	0
If you make yourself into a doormat , people will wipe their feet on you .	0
After he carried a gun in his car the engine was soon shot .	1
Those who build roofs are so inclined .	1
The airlines have become so cash - strapped , they charged me for my emotional baggage .	1
OLD SHEET ROCKERS (dry wallers) never die , they just hang around .	1
The man who worked at the watch factory was very funny . He stood about all day making faces .	0
If it ' s not Valentine ' s Day and you see a man in a flower shop , you can probably start up a conversation by asking , ' What did you do ? '	0
The hostage said he couldn ' t stay on the phone long because he was tied up at the moment .	1
Long absent , soon forgotten .	0
 ' This food tastes of plutonium , ' ' said Marlene glowingly .	0
After judges get drunk , they just slur their sentences	1
Two mathematicians arguing about even numbers were at odds .	1
The study of ancient symbols will lead you to rune .	0
I must attend my flock , said Nathan sheepishly .	0
Yesterday a clown held the door for me . That was such a nice jester .	0
The plums for sale dried out , so the profits were pruned .	1
If you want enemies excel others , if you want friends let others excel you .	0
You don ' t shit where you eat .	0
An astronomy column in the newspaper would have a lot of space devoted to it .	1
Scientists studying the sun have a flare for research .	0
Hangmen always keep their customers in the loop .	1
I used to hate maths but then I realised decimals have a point .	1
You often hear of a good wine through the grapevine .	1
She was always calling for her twins , ' ' on the double . ' '	0
He was the most dishonest and cleverest card shark in the city , the police said he will be dealt with .	1
Courage lost , all lost .	0
You ' re so vain / I bet you think this tagline ' s about you	0
Make the best of a bad bargain .	0
Old statisticians never die , they just get mean .	0
My friend lives by a cliff he ' s always telling me to drop over .	1
Old plumbers never die , they just pipe down .	1
Those who get up at sunrise have many ideas dawn on them .	1
Saw makers losing money have to make lots of cuts .	1
Doctor , Doctor , should I file my nails ? - No . Throw them away like everybody else . Next .	1
A hangman will always keep you in the loop .	1
When longshoremen show up late for work they get docked .	1
Iron sharpens iron .	0
Opportunities take ' ' now ' ' for an answer	0
What is the best advice to give a worm ? Sleep late .	0
Have you ever heard of an honest cheetah ?	0
I wanted to make suits but I could never measure up .	1
A little greed can get you lots of stuff	0
Hope for the best , but prepare for the worst .	0
OLD GUITARISTS never die , they just become unstrung .	1
If you operate a drill press you have a boring job .	1
I phoned the zoo but the lion was busy .	0
After the six campers were discovered missing from their tents the state police began to canvas the area .	1
Darwin said he ' d have to see what evolved .	1
Okay , I pulled the pin . Now what ? Where are you going ?	0
I often think if I had taken a different path in life , I could be lying on a slightly more comfortable sofa right now .	0
Banning Viagra was a big flop .	1
It ' s where we store the hay , my friend said loftily .	0
The vaccuum cleaner stopped working after two weeks !	0
I ' m NOT unemployed . . . . . I ' m a consultant .	0
He got measles in jail when he broke out one night .	1
Those who live by the sword . . . kill those who don ' t .	0
When the human cannonball was late for work he got fired .	1
Rule 1 : Don ' t sweat the small stuff . Rule 2 : Everything is small stuff	0
If the shoe fits , wear it .	0
I trained my dog to hunt for underground mushrooms but now he ' s more truffle than he ' s worth .	0
Superglue ! James rejoined .	1
Musical composers can use lots of Note paper .	1
An experienced waiter can give a lot of good tips .	1
If you invite an insomniac to your pajama party they will be up for it .	1
The dogs bark but the caravan passes on .	0
An heir is someone with a descent wage .	0
It ' s not the minutes spent at the table that put on weight , it ' s the seconds .	1
I met a math professor who has 12 children - she really knows how to multiply .	1
Give a man a fish and you feed him for a day . Teach a man to fish and you feed him for a lifetime .	0
When entering a funeral home , remember to stay alert and always look alive !	1
He threw snow in his neighbor ' s driveway and shouted , do you get my drift ?	1
Jesus changes grave situations . Happy Easter .	0
Junior loved being a member of the wrestling team even though he was prone to lose .	0
Working in the bakery left her with a loathe of bread .	0
Hell ! . . . I had forgotten about that !	0
What happened to the stuttering prisoner ? He didn ' t finish his sentence .	1
Two blackberries met . They were both in a jam .	1
Have you ever heard a terrible joke ? Well now you have .	0
You have to give credit to people who work in stores during a holiday - and many people do .	1
I bought a metronome for 20 bucks . You can ' t beat that price .	1
Two pencils decided to have a race . The outcome was a draw .	1
If a lawyer speaks for too long there will be an extended sentence .	1
A boating accident between the yacht , Red Dawn , and the schooner , Blue Lagoon , left the survivors marooned .	1
Jesus did the only extreme world makeover , the flood	0
Behind every great computer lies . . . a mess of wires !	0
Cows make noise only when they ' re in the mood .	0
Someone who robs shoe stores is an arch criminal .	1
The cost of the space program is astronomical .	1
Money talks .	0
De Broglie waved aside the invitation .	1
I forget the dream , but I ' m missing a pajama button . . .	0
A pie went for an audition for a part in a play . The casting agent told him he performed well , but it was more of a sausage roll .	0
OLD ELECTRICIANS never die , they just lose their spark .	0
Old typists never die , they just lose their touch .	1
Copper wire was invented by lawyers arguing over a penny .	0
The seed company turfed out my idea for ready made lawn .	1
In the room the curtains were drawn , but the rest of the furniture was real .	1
OLD GEOLOGISTS never die , they just have their faults	1
Using deodorant is no sweat .	1
If you give some managers an inch they think they ' re a ruler .	1
The trumpeter blew it while auditioning for the symphony .	1
Love me tender / love me sweet / push me out at 12 , 000 ft	0
Life ' s a ledger , are we giving a good accounting of ourselves	1
He ' s not dead , he ' s electroencephalographically challenged	0
Wrestlers don ' t like to be put on hold .	1
Some jokes get dated , other jokes get married .	1
The Jedi Knight traded in his light saber for a light dagger . He had gone over to the dirk side .	0
He does the work of 3 men . . . . Larry Moe & Curly .	0
Waiter , there ' s a fly in my soup ! ' ' I know . It gives you a nice buzz doesn ' t it ? ' '	1
A good beginning makes a good ending .	0
I ' ve met zucchini with more potential .	0
Shepherds sometimes have staff meetings .	1
I woke up this morning and forgot which side the sun rises from . Then it dawned on me .	1
Backups are usually a good thing unless it ' s a sewer .	1
Becoming a yoga instructor offers the possibilities of a unique teaching position .	1
What nationality is Santa ? North Polish .	0
If you got it , flaunt it .	0
Audubon said he ' d have to wing it .	1
Give and you might receive . Take and be sure of it .	0
A little boy fired his light - colored crayons because they wouldn ' t show up .	1
Did you hear about the guy whose whole left side was cut off ? He ' s all right now .	0
She was only a Telephone operator ' s daughter , but she sure had good connections .	1
A gambling gardener usually hedges his bets .	1
The mathematician worked at home because he only functioned in his domain .	1
Why do those that pay the least complain the most ?	0
Doctor , doctor , people tell me I ' m a wheelbarrow . - Don ' t let people push you around . Next .	1
Math teachers have lots of problems .	0
Hell hath no fury like the lawyer of woman scorned !	0
She was only a Bottlemaker ' s daughter , but nothing could stop her .	1
I used to think I was indecisive , but now I ' m not too sure .	0
OLD PHILOSOPHERS never die , they just retire to their own premises .	1
A guy became so good with a chainsaw that he was promoted to branch manager .	1
Profanity , the language of computer professionals	0
Packing up and relocating to a new home can be a moving experience .	1
The agreeable tennis umpire was generous to a fault .	1
I travel all over America ,Ianstated .	0
What did the grape say when it got stepped on ? Nothing - but it let out a little whine .	0
Never go to bed angry . Stay awake and plot your revenge .	0
The oil well driller had a boring job .	0
The trampoline was on sale for fifty per cent off . Needless to say I jumped on the offer .	1
Love me , love my dog .	0
He studied water purification and had a great thirst for knowledge .	1
A hay farmer in jail could get out on bale .	0
After a long career , the cartoonist sat down , closed his eyes , and drew his last breath .	1
A lingerie thief gave a police officer the slip .	1
The boating store had its best sail ever .	0
There ' s only one problem with your face : I can see it .	0
She was only a Janitor ' s daughter , and she was often swept off her feet .	0
Some people find fire drills quite Alarming .	1
He is a terrible governor ' s son , but what a state he was in .	1
Make like mustard and catch up !	0
Morticians make you feel dead gorgeous .	1
Reading while sunbathing makes you well red .	0
The triangular computer monitor business was just a big pyramid screen .	0
The builders of raceways believe that one good turn deserves another .	1
Officer Jones takes his yearly bath every June . He is a characteristic example of a dirty cop .	1
Illusionists always find themselves in tricky situations .	1
Not to brag , but my antics at work resulted in several items being added to the employee manual .	0
SYSOP \ ' sis ??p \ n : the person laughing as you type	0
I put all my spare cash into an origami business . It folded .	1
Hell is full . The damned are now in Tech Support .	0
Trophy shops often will give customers floss with their purchase to eliminate plaque problems .	1
I told my friend about the creative writing class I took , and she said that she had a simile experience .	0
Never test for an error you don ' t know how to handle .	0
Heart surgeons never bypass a good opportunity .	1
When the electrican apprentice made mistakes , his mother grounded him .	1
Those who polish cars so that they shine work in a buffer zone .	0
He couldn ' t decide whether to accept a job in mattress sales so he decided to sleep on it .	1
The air conditioner salesman lost his cool at a rude customer .	1
A person who would make a banking joke is of no account .	1
Getting soap in your eyes is no lathering matter .	0
He didn ' t want to volunteer for the rodeo but he got roped into it .	1
The racers all had shorts on that were too small for them , so it was a tight race .	1
The thief had a bold plan . He figured he could carry it off .	0
If you miss a class at beauty school you ' ll need a makeup session .	1
We never really grow up . We only learn how to act in public .	0
Ampere was worried he wasn ' t up to current research .	1
What bow can ' t be tied ? A rainbow .	0
A rock band set up on the exchange floor . They wanted to play the stock market .	1
Old mechanics never die they just retire	1
I strongly dislike the subject of math , however I am partial to fractions .	1
The play on fishing had quite a cast .	1
I wanted to lose weight so I went to the paint store . I heard I could get thinner there .	1
Set a herring to catch a whale .	0
If you ' re looking for oranges on an apple tree you will have a fruitless search .	1
To many girls the word ' marriage ' has a nice ring to it .	1
In parking lots , arguments often start from scratch .	0
Failure is the path of least persistence .	0
Lightning never strikes twice in the same place .	0
When the wheel was invented , it caused a revolution .	1
You have the right to remain silent . . . . USE IT !	0
The electrician had a lot of customers yesterday and he almost went mad .	0
She was only an Apple - grower ' s daughter but the men said she was delicious .	0
A city worker who campaigned for new sewer pipes finally had to go underground .	1
The photograph that I took of the sandstorm turned out grainy .	1
He was a real gentlemen and always opened the fridge door for me .	0
My geometry teacher got distracted and started to go off on a tangent .	1
Her face was determined as she climbed the porch .	0
Dentists practice by going through many drills .	1
My name is Bud . I ' m in flowers .	0
It was raining cats and dogs . There were poodles all over the road .	0
After he bought a mirror he became very reflective .	1
A new broome sweepeth cleane .	0
Due to inclement weather , the sandwich shop wrapped up early Tuesday night .	1
The politician is not one for Indian food . But he ' s good at currying favors .	1
