location	score
4.0	"[[ 0.38440061  0.31054979  0.28140395  0.27901623  0.2234951   0.05684937
   0.05453249  0.05251813  0.05251813 -1.        ]
 [ 0.16940854  0.13691352  0.11293167  0.11293167  0.06107497  0.0538956
  -0.03392877 -0.03392877 -1.         -1.        ]
 [ 0.22137433  0.22137433  0.21537181  0.1836367   0.16812013  0.15343993
   0.14636949  0.14063344  0.14063344  0.13101913]
 [ 0.45377933  0.42743865  0.24163983  0.24163983  0.12056091  0.12056091
   0.0465876   0.04259192 -0.0694436  -0.0694436 ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.36968196  0.36088422  0.33526944  0.18131195  0.17049019  0.13596922
   0.10790348  0.10738569  0.08744218  0.04654893]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.47840456  0.47609474  0.34751138  0.3130779   0.31256757  0.28413287
   0.12799685  0.05458166  0.04629373  0.04227264]
 [ 0.08894944  0.08894944  0.07916086  0.07916086  0.06862445  0.06306077
   0.05369378  0.04386042  0.03592082  0.01041732]
 [ 0.18316192  0.17841924 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
4.0	"[[ 1.26996159e-01  1.26996159e-01  5.10777881e-02  5.10777881e-02
  -1.67151245e-02 -3.21025194e-02 -5.59174422e-02 -5.59174422e-02
  -5.69022460e-02 -5.69022460e-02]
 [ 3.76634313e-02  2.23525116e-03 -1.28779834e-02 -2.46151680e-02
  -3.87617359e-02 -3.87617359e-02 -5.54373497e-02 -5.54373497e-02
  -2.63483646e-01 -2.63483646e-01]
 [ 4.78867601e-01  4.78867601e-01  2.65316720e-01  2.65316720e-01
   1.49658690e-01  1.49658690e-01  7.09702475e-02  7.09702475e-02
  -6.41106161e-02 -6.41106161e-02]
 [ 2.43058580e-01  2.43058580e-01  9.97435750e-02  8.97429465e-02
   8.97429465e-02  6.11021798e-02  2.15131572e-02 -6.05504903e-04
  -1.73767338e-02 -1.73767338e-02]
 [ 3.41543346e-01  3.41543346e-01  1.17473123e-01  9.45604813e-02
   6.43782011e-02 -9.39421048e-02 -9.39421048e-02 -1.13549332e-01
  -1.13549332e-01 -1.00000000e+00]
 [ 1.35117803e-01  9.58265462e-02  6.77072810e-02  3.30553532e-02
   2.92871653e-02  2.68219419e-02 -2.02673621e-02 -3.27852889e-02
  -1.36635995e-01 -1.39245538e-01]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
6.0	"[[ 0.17169028  0.13354312 -0.01633289 -0.02714394 -0.08330448 -0.086095
  -0.12076532 -0.12217298 -1.         -1.        ]
 [ 0.44160325  0.20198543  0.18894333  0.18894333  0.17557735  0.17557735
   0.16189485  0.1539251   0.11381006  0.1058548 ]
 [ 0.42637203  0.42637203  0.10617677  0.01496205 -0.05639927 -0.05639927
  -1.         -1.         -1.         -1.        ]
 [ 0.66819542  0.66331182  0.54436078  0.52252802  0.51852902  0.51330867
   0.15573704  0.15242142 -0.05998173 -0.05998173]
 [ 0.47844264  0.46306119  0.07277032 -0.01751433 -0.01751433 -0.01908972
  -1.         -1.         -1.         -1.        ]
 [ 0.18541796  0.11352866  0.06029077  0.0583813   0.0583813   0.05817306
   0.05681584  0.05644465  0.0072661   0.00617301]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
15.0	"[[-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.73077743e-01  1.68729939e-01  1.58776752e-01  1.47419008e-01
   1.05474555e-01  1.05070667e-01  6.73902887e-02  5.33497843e-02
   4.64646426e-02  4.24496719e-02]
 [ 3.69163889e-01  1.90982376e-01  1.39375325e-01  8.20457553e-02
   1.88270879e-02 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.97459658e-01  2.97459475e-01  2.45411390e-01  2.45411390e-01
   2.23383082e-01  2.10787242e-01  1.95108845e-01  1.95108845e-01
   1.76469239e-01  1.69145261e-01]
 [ 2.45183993e-01  2.45183993e-01  9.77424570e-02  6.94257941e-02
   4.31115567e-02  2.90084782e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.49362367e-01  2.28829067e-01  1.51772464e-01  1.51772464e-01
   1.03637336e-01  8.17810046e-02  4.85991362e-02  4.42358647e-02
   4.42358647e-02  3.08479942e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.14415928e-01  4.13936327e-01  1.97764327e-01  1.66556004e-01
   1.60367486e-01  1.58254863e-01  1.57373960e-01  1.25207062e-01
   1.75328549e-02  1.64947694e-04]
 [ 2.70280401e-01  2.63791643e-01  1.41168813e-01 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.88046487e-01  1.88046487e-01  1.61326113e-01  1.61326113e-01
  -4.91112337e-02 -5.50714995e-02 -7.46522101e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
3.0	"[[ 3.30668112e-01  2.48917334e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.45961270e-01  2.20524922e-01  2.20524922e-01  2.11754631e-01
   2.07684448e-01  2.07186019e-01  2.06842716e-01 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.42717929e-01  4.15429565e-01  4.03791319e-01  2.26776449e-01
   2.05486533e-01  2.27936051e-02  9.64155596e-03  9.64155596e-03
  -1.20664953e-02 -1.00000000e+00]
 [ 4.52295438e-01  3.53229303e-01  2.77710342e-01  2.19486045e-02
   1.02419196e-02 -1.94304065e-02 -1.94304065e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.96869948e-01  1.96869948e-01  1.21129679e-01  1.21129679e-01
   1.14218059e-01  1.14218059e-01 -3.73039467e-04 -3.73039467e-04
  -3.06312071e-03 -3.06312071e-03]
 [ 3.67654486e-02 -6.20974457e-03 -2.04133100e-02 -1.02545194e-01
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.09298833e-01  3.66948829e-01  7.81209644e-02  3.32148964e-02
   3.32148964e-02  2.53053030e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.95747736e-01  4.82576116e-01  2.67855720e-02  2.67855720e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
4.0	"[[ 3.10766327e-01  3.01776612e-01  1.26766666e-01  1.17361516e-01
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.10151385e-01  1.08001416e-01  6.69902391e-02  6.69902391e-02
   4.37310740e-02  4.37310740e-02  2.34512785e-02  2.34512785e-02
  -9.28983678e-02 -9.28983678e-02]
 [ 6.57771444e-02  5.20681617e-02  4.83904004e-02  4.64951306e-02
   3.09275272e-02  1.66223577e-02  1.22924912e-02  1.22924912e-02
  -9.00155203e-05 -2.80853093e-03]
 [ 1.71832771e-01  1.54293533e-01  1.24435290e-01  1.24196730e-01
  -5.40220620e-02 -5.40220620e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.60836500e-02  5.60836500e-02  4.92371779e-02  1.57069943e-02
   1.35548050e-02  1.35548050e-02 -2.17140892e-03 -2.17140892e-03
  -2.64056932e-03 -2.64056932e-03]
 [ 1.35911188e-01  1.06925501e-01  9.62520901e-02  7.38672685e-02
   6.79758255e-02  6.61032915e-02  5.59819219e-02 -6.59737813e-02
  -6.59737813e-02 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
7.0	"[[ 0.08472603 -0.05780015 -0.09886875 -0.10525737 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.3626423  -0.04273682 -0.11412119 -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.35538718  0.35538718  0.12429823  0.12429823  0.08183365  0.08183365
  -0.07362356 -0.07362356 -0.07634635 -0.08402746]
 [ 0.09576028  0.09470987  0.08309027  0.08309027 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.44351585  0.44351585  0.02144123  0.01839085 -0.06811775 -0.06904531
  -0.07043373 -0.0785109  -0.08046172 -0.08889096]
 [ 0.10311977  0.0687647  -0.02259847 -0.02340447 -0.02436388 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.22738311  0.17998749 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
11.0	"[[ 0.46726077  0.30858246  0.27089047  0.00702556  0.00702556  0.00248307
   0.00248307 -1.         -1.         -1.        ]
 [ 0.53182304  0.5275669   0.31374236  0.14981433  0.11435951  0.11435951
   0.09489955 -1.         -1.         -1.        ]
 [ 0.55064062  0.55064062  0.2612883   0.2612883   0.21751688  0.21751688
   0.12558082  0.11506124  0.02557717  0.02079194]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.30936311  0.20657865  0.06307694  0.06307694  0.01953142  0.01092855
   0.00399703 -0.01118483 -0.01983266 -0.06349177]
 [ 0.59842123  0.58708634  0.28707098  0.2799825   0.10521402  0.08903543
   0.05582641  0.05582641 -1.         -1.        ]
 [ 0.54743145  0.50454392  0.46086424  0.24087498  0.12698541  0.12698541
   0.08103129  0.0457871  -1.         -1.        ]
 [ 0.14927929  0.14927929 -0.00324299 -0.00324299 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.53182304  0.5275669   0.31374236  0.14981433  0.11435951  0.11435951
   0.09489955 -1.         -1.         -1.        ]
 [ 0.57332862  0.57095385  0.03622301  0.03622301 -0.00580528 -0.0561682
  -1.         -1.         -1.         -1.        ]
 [ 0.12689129  0.07087259 -0.08693633 -0.14627207 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
9.0	"[[ 0.46694605  0.46694605  0.35094397  0.35094397  0.2314158   0.22930212
  -0.10209628 -0.10209628 -1.         -1.        ]
 [ 0.27620607  0.13151378  0.13151378  0.06418689  0.04509967  0.04509967
   0.03716879  0.03716879 -0.02527042 -0.0288142 ]
 [ 0.5204371   0.5204371   0.06375804  0.04839248  0.0296905   0.0296905
   0.01346399 -0.02419418 -0.02419418 -0.11589192]
 [ 0.16635033 -0.02833761 -0.02833761 -0.04305832 -0.05242997 -0.08097237
  -0.08579376 -0.08579376 -0.11875316 -0.12982865]
 [ 0.16844634  0.1564087   0.11285915  0.1093855  -0.08274949 -0.08274949
  -1.         -1.         -1.         -1.        ]
 [ 0.3273835   0.3273835   0.23857973  0.22871691  0.22871691  0.19066536
   0.18156695 -0.10622507 -0.10622507 -0.10819436]
 [ 0.54048307  0.52393545  0.16093348  0.09614961  0.09064297  0.09064297
  -1.         -1.         -1.         -1.        ]
 [ 0.37068273  0.36118946  0.21468941  0.16738279  0.00388178  0.00388178
  -1.         -1.         -1.         -1.        ]
 [ 0.46181136  0.44216555  0.37950982  0.31759131  0.03793577  0.03562768
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
19.0	"[[ 0.25286938  0.13298551  0.09564217 -0.03448736 -0.03448736 -0.04069763
  -0.04069763 -1.         -1.         -1.        ]
 [ 0.43693931  0.42978507  0.27899319  0.09152335  0.06753512  0.06753512
   0.03945922 -1.         -1.         -1.        ]
 [ 0.31519524  0.31519524  0.14003739  0.14003739  0.12849764  0.04476308
   0.04476308  0.03800286 -1.         -1.        ]
 [ 0.48691215  0.48691215  0.18514088  0.18514088  0.0836799   0.0836799
   0.02463937  0.02463937 -0.09008293 -0.09008293]
 [ 0.46693502  0.46125263  0.25249981  0.24706003  0.13628018  0.11523705
   0.01434671  0.01434671 -1.         -1.        ]
 [ 0.48691215  0.48691215  0.18514088  0.18514088  0.0836799   0.0836799
   0.02463937  0.02463937 -0.09008293 -0.09008293]
 [ 0.58946774  0.53477147  0.17053744  0.17053744  0.0368254  -0.01955219
  -0.01955219 -0.03013111 -0.05398487 -0.07310345]
 [ 0.48691215  0.48691215  0.18514088  0.18514088  0.0836799   0.0836799
   0.02463937  0.02463937 -0.09008293 -0.09008293]
 [ 0.43696842  0.43696842  0.12075508  0.12075508  0.10917595  0.10917595
  -0.00598447 -0.00722106 -0.00722106 -0.01050717]
 [ 0.27918563  0.2513855   0.18193514  0.1038359  -0.00691107 -0.00691107
  -0.00735121 -0.04443203 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.45084156  0.38713367  0.23599442  0.15525247  0.0379495   0.00598599
   0.00598599 -0.05378497 -0.05412601 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.18973005  0.14176067  0.11783207  0.10157002  0.09304634  0.07809857
   0.07356236  0.05227858  0.05037665  0.01309189]
 [ 0.1914729   0.15836048  0.11553019 -0.01684724 -0.04282243 -0.05328534
  -0.05328534 -1.         -1.         -1.        ]
 [ 0.54987831  0.54341544  0.04928197  0.01082109 -0.03371178 -0.03371178
  -1.         -1.         -1.         -1.        ]
 [ 0.15188442  0.09571359  0.09380407  0.08713562  0.08638213  0.05738482
   0.05180757  0.05180757  0.04033565  0.02732058]
 [ 0.43696842  0.43696842  0.12075508  0.12075508  0.10917595  0.10917595
  -0.00598447 -0.00722106 -0.00722106 -0.01050717]
 [ 0.48968179  0.47486802  0.19838566  0.03124005 -0.0339727  -0.05759933
  -0.05759933 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
5.0	"[[ 0.47391658  0.46223147  0.08061185  0.02132071 -0.03489022 -0.03489022
  -0.04262634 -1.         -1.         -1.        ]
 [ 0.47607491  0.47607491  0.14464592  0.14464592  0.03169196 -0.04050626
  -0.04050626 -0.08219329 -1.         -1.        ]
 [ 0.43897695  0.43897695  0.25850771  0.25850771  0.07479615  0.07479615
  -0.04724847 -0.04724847 -0.04997378 -0.04997378]
 [ 0.14123954  0.13732484  0.13340642  0.13340642 -0.03460892 -0.0673723
  -0.0673723  -0.07058567 -1.         -1.        ]
 [ 0.38307504  0.35270903  0.14233824  0.12816362  0.02487824 -0.04293572
  -0.04293572 -1.         -1.         -1.        ]
 [ 0.43897695  0.43897695  0.25850771  0.25850771  0.07479615  0.07479615
  -0.04724847 -0.04724847 -0.04997378 -0.04997378]
 [ 0.6662166   0.65946044  0.03551116  0.00485426 -0.03229379 -0.05314904
  -0.07375609 -0.07375609 -1.         -1.        ]
 [ 0.37568461  0.25534288  0.25534288  0.20237519  0.20237519  0.16470912
   0.15889725  0.14226512  0.14226512  0.0880891 ]
 [ 0.41019592  0.29525045  0.28498507  0.26034144  0.21627647  0.15336159
   0.13532246  0.01201457 -0.04731872 -0.04731872]
 [ 0.29116438  0.29116438  0.16545616  0.16545616  0.14602307  0.1419793
   0.1419793   0.13255325  0.13255325  0.11513373]
 [ 0.08916947 -0.06260031 -0.06260031 -0.08157756 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.32299308  0.31464655  0.29413019  0.25328957  0.1338447   0.1338447
   0.07046382  0.05427616  0.04562555  0.03939958]
 [ 0.31963631  0.31963631 -0.10219819 -0.10728876 -0.14178375 -0.17334904
  -1.         -1.         -1.         -1.        ]
 [ 0.32998539  0.29839691  0.23767756  0.21535048 -0.02292437 -0.06695737
  -0.06695737 -0.06791735 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.52541893  0.37193206  0.37193206  0.3446883   0.33286585  0.3218751
   0.24058473  0.02380454  0.02311162  0.01402127]
 [ 0.25689427  0.25689427  0.06384971 -0.02872594 -0.06071088 -0.06071088
  -0.06290881 -1.         -1.         -1.        ]
 [ 0.6662166   0.65946044  0.03551116  0.00485426 -0.03229379 -0.05314904
  -0.07375609 -0.07375609 -1.         -1.        ]
 [ 0.29787324  0.29787324  0.02018225 -0.00146171 -0.00452086 -0.03358115
  -0.0362709  -0.03881773 -0.04400602 -0.04450912]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
12.0	"[[ 2.30731442e-01  2.30731442e-01 -5.78025931e-02 -6.40614525e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.46392800e-01  4.46392800e-01 -4.06722788e-02 -4.38374998e-02
  -6.23813947e-02 -7.18383324e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.02699752e-01  2.87977270e-01 -9.36350632e-03 -9.36350632e-03
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.81222255e-01  4.51304919e-01  3.10093140e-01  2.64992165e-01
   2.54361891e-01 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.00213106e-01  2.00213106e-01  5.80525264e-02  5.80525264e-02
   7.53195931e-04  7.53195931e-04 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.76686250e-01  3.76686250e-01  2.04422480e-01  2.04422480e-01
   7.88591351e-02  7.88591351e-02 -3.29562395e-03 -3.29562395e-03
  -2.21476485e-02 -2.21476485e-02]
 [ 2.84900517e-01  2.18330382e-01  8.26296865e-02  8.26296865e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.16358114e-01  4.16358114e-01  8.63084571e-02  8.58776057e-02
   8.14779458e-02  7.76685974e-02  6.57331259e-02 -7.69876551e-03
  -7.69876551e-03 -6.49748035e-02]
 [ 4.46392800e-01  4.46392800e-01 -4.06722788e-02 -4.38374998e-02
  -6.23813947e-02 -7.18383324e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.04341611e-01  2.90459016e-01  1.99154771e-01  1.59977735e-01
  -3.87637767e-02 -4.46631629e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.46216747e-01  6.15914429e-01  6.08188136e-01  5.84539028e-01
   3.19117496e-01  2.76170208e-01 -1.92711762e-02 -1.92711762e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 3.31203384e-01  3.27379420e-01  2.51164358e-01  2.51164358e-01
   4.10596770e-02  4.07669201e-02  1.29655701e-02  1.29655701e-02
  -9.32308820e-04 -1.11337733e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
6.0	"[[-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.22271997  0.20710618  0.16560043  0.16560043  0.15650749  0.15650749
   0.14434598  0.14434598 -0.02079087 -0.02079087]
 [ 0.40231398  0.40231398 -0.0311342  -0.03294541 -0.07445501 -0.09743584
  -1.         -1.         -1.         -1.        ]
 [ 0.47702666  0.47702666  0.41061309  0.40174697  0.15423343  0.13688268
   0.04015646  0.01463085  0.00676138 -0.01220831]
 [ 0.7462453   0.74256348  0.2758195   0.27192694  0.2111791   0.19343501
   0.19009037 -0.05157287 -0.05157287 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.47803908  0.46663893  0.38807859  0.36366404  0.33785977  0.28568194
   0.1925701   0.16786183  0.12280551  0.12280551]
 [ 0.40231398  0.40231398 -0.0311342  -0.03294541 -0.07445501 -0.09743584
  -1.         -1.         -1.         -1.        ]
 [ 0.48417065  0.47579786  0.04591576  0.04009713 -0.01874906 -0.01983064
  -1.         -1.         -1.         -1.        ]
 [ 0.75294593  0.74253796  0.14937942  0.11136408 -0.00217858 -0.00217858
  -1.         -1.         -1.         -1.        ]
 [ 0.77087997  0.71548308  0.39401403  0.37857487  0.35863966  0.35863966
   0.21132834  0.21132834  0.20876851  0.20538476]
 [ 0.47803908  0.46663893  0.38807859  0.36366404  0.33785977  0.28568194
   0.1925701   0.16786183  0.12280551  0.12280551]
 [ 0.633256    0.61955634  0.43229954  0.43229954  0.41179891  0.40756795
   0.2847379   0.22180281  0.22180281  0.21052116]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.57912218  0.56647722  0.13404391  0.04842415 -0.00861659 -0.00861659
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
13.0	"[[ 5.34255642e-01  5.34255642e-01  2.24042646e-01  2.24042646e-01
   1.93708473e-01  1.93708473e-01  3.05147204e-03 -7.44800122e-05
  -5.16898713e-03 -1.44115629e-02]
 [ 5.06539298e-01  4.88082398e-01  3.13210376e-01  3.12436488e-01
   2.21921438e-01  2.13662328e-01  2.12696591e-01  1.58491643e-01
   1.49869365e-01  1.49768625e-01]
 [ 4.19411022e-01  4.19411022e-01  2.56015965e-01  2.54699505e-01
   5.46757480e-02  3.58282397e-02 -5.25362861e-02 -1.06307151e-01
  -1.06307151e-01 -1.00000000e+00]
 [ 3.40768169e-01  3.40768169e-01 -5.46064764e-02 -1.18016294e-01
  -1.18016294e-01 -1.43933317e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.75201168e-01  2.32860788e-01  1.33047850e-01  1.29266985e-01
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.04877377e-01  5.96532773e-01  4.49803006e-01  4.43715689e-01
   1.95176325e-01  1.86093779e-01 -1.05503391e-01 -1.11891855e-01
  -1.12530335e-01 -1.12530335e-01]
 [ 4.22658349e-01  1.94809548e-01  6.21150241e-02 -2.32560506e-02
  -2.32560506e-02 -7.01127534e-02 -7.01127534e-02 -1.33684272e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 4.95958637e-01  4.92682716e-01  3.62901265e-01  3.50110710e-01
   1.74763143e-02 -1.81706568e-02 -1.24673584e-01 -1.24673584e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 1.82283447e-01  1.68222588e-01 -1.48711795e-01 -1.48711795e-01
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.09179419e-01  6.09179419e-01  4.44400580e-02  4.44400580e-02
  -8.16123803e-02 -8.16123803e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.58981906e-01  3.81253326e-01  3.76088997e-01  3.42687630e-01
   3.37047606e-01  3.36983168e-01  3.01816862e-01  2.94667039e-01
   2.51072776e-01  2.09030760e-01]
 [ 5.26490710e-01 -1.34119875e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.77033262e-01  4.99086048e-01  4.38808690e-01  7.47087243e-03
  -1.30072620e-02 -1.10908780e-01 -1.10908780e-01 -1.12927913e-01
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
