,text,label
1077,The unveiling of the statue was a monumental occasion .,1
1078,You won ' t often catch loggers or farmers going against the grain .,1
1079,"My name is Charity , a televangelist",1
1080,It ' s hard for a depressed turtle to get out of his shell .,1
1081,An apple farmer with poor yields has to get to the core of the problem .,1
1082,"As soon as the airplane was invented , things were looking up .",1
1083,An astronomy column in the newspaper would have a lot of space devoted to it .,1
1084,"When the plane hit turbulence , the passengers went flying .",1
1085,"Gravity , it ' s always putting everyone down .",1
1086,All are not friends who speak one fair .,0
1087,My name is Mark . I price items at the supermarket .,1
1088,A book is a friend .,0
1089,Did you hear about that new drug that makes people angry ? It ' s all the rage now .,1
1090,Honor your mother and father rather than major credit cards .,1
1091,"She memorized just what kind of locket she wanted , by heart .",1
1092,He was a Red Cross donor until he went out of circulation .,1
1093,Philosophy : unintelligible answers to insoluble problems,0
1094,""" A newspaper is a collection of half - injustices """,0
1095,There is no such thing as bravery ; only degrees of fear .,0
1096,Florida bumper sticker : DON ' T SHOOT ! I ' M LOCAL !,0
1097,"Keep your friends close , but your enemies closer .",0
1098,A chain is only as strong as its weakest link .,0
1099,She wanted to be a weaver but there were always too many snags .,1
1100,Eve showed up one morning wearing flowers instead of a fig leaf . She was the first woman to wear bloomers .,1
1101,The dermatologist was an avid gardener but he had a problem with moles .,1
1102,A dog who played baseball always got walked .,1
1103,"Great beer bellies are made , not born .",0
1104,Making gloves is a real hands - on experience .,1
1105,Reason does not come before years .,0
1106,"If you breathe heavily on the map , it will reveal topography , ' he said , with a sigh of relief .",1
1107,"It is not what you say , it is the way you say it .",0
1108,Alergy sufferers are itching to get through the hay fever season .,1
1109,"OLD AUTO MECHANICS never die , they just retire .",1
1110,I still miss my ex - husband . But my aim is improving .,1
1111,OLD WHEELS never die they just get retired .,1
1112,The building inspector said whoever installed the water pipes was plumb loco .,1
1113,Geology class is the foundation of a decent education .,1
1114,"It said "" Insert disk # 3 "" , but only 2 will fit !",0
1115,"She was only a Dentist ' s daughter , but everybody wanted to fill her cavity .",1
1116,Sin enough and you will become dead to it .,1
1117,"Limit Congress to 2 terms : one in office , one in jail !",0
1118,"I walked past a gang of youths yesterday and one of them threw a piece of cheese at me , which hit me on the back of the head . I turned round and shouted , ' ' That ' s not very mature ! ' '",1
1119,The state police highway officer worked tirelessly in the heavy rain to assist a lady whose car was stuck in a ditch . He was a real trooper .,1
1120,Bitter pills may have blessed effects .,0
1121,My coach got stung by a bee . The next day he had hives .,1
1122,My friend asked me to carve a sculpture out of a large rock . It was the hardest thing I ' ve ever had to make !,1
1123,"Old accountants never die , they just lose their balance .",1
1124,They who would be young when they are old must be old when they are young .,0
1125,During branding cowboys have sore calves .,1
1126,"The math professor liked even numbers , but only the odd one .",1
1127,That new mystery novel has a killer start to it .,1
1128,A fool with a tool is a well - equipped fool,0
1129,I ' ve been to the dentist several times so I know the drill .,1
1130,"I idiot - proof my programs , but along comes a bigger idiot .",0
1131,A gardener who moved back to his home town rediscovered his roots .,1
1132,Ampere was worried he wasn ' t up to current research .,1
1133,"She was only a Bottlemaker ' s daughter , but nothing could stop her .",1
1134,Our country ' s olympic swimming program has quite a talent pool .,1
1135,There was a guy who was fired from the orange juice factory for lack of concentration .,1
1136,Cobblers children are worst shod .,0
1137,"Follow glory and it will flee , flee glory and it will follow thee .",0
1138,"She was only a Photographer ' s daughter , but she was really developed .",1
1139,Two geologists were staring at a huge fissure in a cliff face and one was overheard to say ' It ' s not my fault ' .,1
1140,"When the electrican apprentice made mistakes , his mother grounded him .",1
1141,Cats are smarter than dogs . . . You won ' t see eight cats pulling a sled .,0
1142,VanDeGraaf charged his assistant to attend .,1
1143,"Harry and Clem the carpenters , argued mightily on how best to complete the dinette set they were working on . They finally agreed to table the discussion .",1
1144,""" Very funny , Scotty . Now beam up my clothes . """,0
1145,"A Crucifix ? Oy vey , have YOU got the wrong vampire . . .",0
1146,His plan to manufacture pencils just didn ' t draw attention .,1
1147,One night a banking tycoon fell overboard from his yacht . He was saved because he could float a loan .,1
1148,""" Happiness is a warm puppy , "" said the anaconda .",0
1149,Compatible : Blows up a little later than Incompatible,0
1150,My friends and I played a game of football on a pile of quarry rock - we lost on aggregate .,1
1151,"Press any key to continue . . But my computer doesn ' t have an "" any "" key .",0
1152,A boxer who wants to get married has the ring to worry about .,1
1153,Inventors have their own devices .,1
1154,Darwin said he ' d have to see what evolved .,1
1155,When the TV repairman got married the reception was excellent .,1
1156,Pride comes before the fall .,0
1157,"OLD HOOKERS never die , they just get laid off .",1
1158,Do NOT look into laser with remaining eye . .,0
1159,Overheard in med school - ' I learned about the colon through the process of elimination . ',1
1160,"He recommended the restaurant to me , and said he had no reservations .",1
1161,"Old carpenters never die , they just lumber around .",1
1162,"OLD GARAGEMEN never die , they just retire",1
1163,"Tony attempted to join his thin crust pizza company with Zimo ' s Thick Crust Pizza , but somehow it didn ' t pan out .",1
1164,"OLD SKIERS never die , but they go downhill fast .",1
1165,I majored in nursing but I had to drop it because I ran out of milk .,1
1166,"Nothing ventured , nothing gained .",0
1167,"' ' My parents are called Billy and Nanny , ' ' Tom kidded .",1
1168,Tomorrow is another day .,0
1169,"When thy friend asks , let there be no to - morrow .",0
1170,I once knew a guy who had fish and chips every day for a year . His stomach took a battering .,1
1171,Pavlov was drooling at the thought .,1
1172,Continually discovering new viruses can become a strain .,1
1173,He studied water purification and had a great thirst for knowledge .,1
1174,Those who play musical instruments for radio or TV have to stay tuned .,1
1175,"If you want enemies excel others , if you want friends let others excel you .",0
1176,"I met a girl at an internet cafe , but we didn ' t click .",1
1177,A lovely lady who lost her watch became a timeless beauty .,1
1178,Prison walls are never built to scale .,1
1179,You don ' t shit where you eat .,0
1180,"I was heading to Hooters but my wife said ' Don ' t bother , they have gone bust ' .",1
1181,"A man tried working in a shoe store , but he just couldn ' t seem to fit in .",1
1182,"The calculus teacher tried to keep his students on task , but the class discussion kept going off on tangents .",1
1183,"I got a deal on a new computer , and they threw in the operating system to boot .",1
1184,"OLD UPHOLSTERERS never die , they just recover . .",1
1185,"A new batter joined the baseball team , and he was a real hit .",1
1186,My name is Dick . I ' m a plain - clothes policeman .,1
1187,A belly button is for salt when you eat celery in bed .,0
1188,A lie can be halfway around the world before the truth gets its boots on .,0
1189,"On being served an extravagant dessert : ' ' So rich , it has its own tax shelters . ' '",1
1190,"She was only a Musician ' s daughter , but she knew all the bars in town .",1
1191,"What a charming doorway ! said Tom , entranced .",1
1192,My name is Rob . I ' m a thief .,1
1193,"A baseball pitcher asked if he had a good curve ball , but wanted a straight answer .",1
1194,The astronauts said their experience on the moon was out of this world .,1
1195,"A family went to watch a 007 movie at the theatre , it was a bonding experience .",1
1196,"After dating the goalie on the local team for a while , she realized he was a real keeper .",1
1197,Wrestlers don ' t like to be put on hold .,1
1198,The most expensive component is the one that breaks .,0
1199,OLD INVESTORS never die they just roll over .,1
1200,Could modern submarines be the wave of the future ?,1
1201,The eye looks but it is the mind that sees .,0
1202,"OLD TRAIN ENGINEERS never die , they just get derailed .",1
1203,An ounce of discretion is worth a pound of wit .,0
1204,"If there is no God , who pops up the next Kleenex ?",0
1205,My name is Sherry . I ' m a wine - master .,1
1206,No news is good news .,0
1207,You may use this opinion for a two week trial period .,0
1208,"She was only an Archer ' s daughter , but to all the men she was the target .",1
1209,Deal gently with the bird you mean to catch .,0
1210,The lawyer asked a loaded question about guns .,1
1211,"My name is Holly , I ' m a holiday decorator",1
1212,"He told me he could eat a 32 ounce steak , but I found that hard to swallow .",1
1213,The boy ' s guitar teacher helped him pick up his skills .,1
1214,Why was the rabbit depressed ? He was just going through a bad patch !,1
1215,Better the devil you know ( than the one you don ' t . ),0
1216,"OLD GROCERS never die , they just get shelved .",1
1217,"If a program is useful , it will have to be changed .",0
1218,"He was almost persuaded to invest in a poultry farm , but chickened out at the last minute .",1
1219,""" Well done "" is better than "" well said "" .",0
1220,Rule 1 : Don ' t sweat the small stuff . Rule 2 : Everything is small stuff,0
1221,The portrait artist made extra money as a census taker . He was good at canvasing people .,1
1222,Like cures like .,0
1223,"It ' s true that the earth rotates , but scientists are always putting their own spin on it .",1
1224,There was a sign on the lawn at a drug re - hab center that said ' Keep off the Grass ' .,1
1225,A husband is a lover who pushed his luck too far .,0
1226,His model airplane hobby really took off .,1
1227,The wish is father to the thought .,0
1228,"She was only a Bootleggers daughter , but I loved her still .",1
1229,None but the brave deserve the fair .,0
1230,Have you ever wondered why baseball players get girlfriends ? They ' re great at hitting it off .,1
1231,He wanted desperately to be a good golfer - you could say he had a driving ambition .,1
1232,It is the early bird that gets the worm .,0
1233,If you walk along a railroad track you may soon feel run down .,1
1234,Make the best of a bad bargain .,0
1235,When the pirate captain ' s ship ran aground he couldn ' t fathom why .,1
1236,Attention staff ! The clothes keep falling off the mannequins in ladies ' wear . Would someone please redress the problem ?,1
1237,Using deodorant is no sweat .,1
1238,A lawyer was defending a math teacher . He had to sum up .,1
1239,"No man is born into this world , whose work is not born with him .",0
1240,Heart surgeons never bypass a good opportunity .,1
1241,"If it screams , it ' s not food , yet . . . .",0
1242,"My name is Victor , and I ' m a winner in everything I do .",1
1243,My name is Faith . I ' m a minister .,1
1244,The state funeral remains to be seen .,1
1245,Old gardeners never die they just vegetate .,1
1246,People who make motor oil are very refined .,1
1247,If you send a letter to the Philippines put it in a Manila envelope .,1
1248,The play on fishing had quite a cast .,1
1249,Never lie to your lawyer .,0
1250,Did you hear about these new reversible jackets ? I ' m excited to see how they turn out .,1
1251,"Do not merely believe in miracles , rely on them .",0
1252,It has been discovered that sales of irons are decreasing .,1
1253,"It ' s not the minutes spent at the table that put on weight , it ' s the seconds .",1
1254,"He that will not when he may , when he will he may have nay .",0
1255,An ounce of prevention is worth a pound of cure .,0
1256,"When he proposed to her , she found it very engaging .",1
1257,Anyone who remembers the 60 ' s . . . wasn ' t there .,0
1258,"When I asked the man how he became a ditch - digger , he said he just fell into it .",1
1259,Anyone should know how to put a saddle on a horse so it won ' t slip and cause an injury . It ' s a cinch .,1
1260,"That ' s a cool chair . Yeah , I know , it rocks .",1
1261,If you run through a screen door you ' ll strain yourself .,1
1262,There is rarely a sale on beer because the demand is always high so there ' s no need to create a buzz .,1
1263,Did the reproducing amoeba get a splitting headache ?,1
1264,Since I ' ve taken the job in The Everglades I ' ve been swamped !,1
1265,When talking nonsense try not to be serious .,0
1266,To teach someone how to build a compass you have to be good at giving directions .,1
1267,"The farmer decided to get a cow , and milk the idea for all it was worth .",1
1268,"OLD GANGSTERS never die , they just go to the underworld . .",1
1269,He who hogs the sheets is usually very wrapped up in himself .,1
1270,The newspaper doesn ' t put in Politics what is Classified .,1
1271,"If there is a hypocrite between you and the church , he is closer to god than you .",1
1272,All roads lead to Rome .,0
1273,Can I tell you a story about my bed ? I made it up .,1
1274,I was going to order a satellite dish but then I found out that I had to go through channels .,1
1275,Galois wanted to assemble his own group .,1
1276,My fear of planes has taken off .,1
1277,"The dentist ' s alibi was full of holes , so the police performed a cavity search .",1
1278,"I ' m going to be discussing global warming next week , it ' s quite a heated topic .",1
1279,He that would eat the kernel must crack the nut .,0
1280,An artist with the military kept drawing enemy fire .,1
1281,"OLD VIOLINISTS never die , they just become unstrung .",1
1282,He was hit on the head during a hail storm and was knocked out cold .,1
1283,"The car stopped with a jerk , then the jerk got out .",1
1284,Good swimmers are often drowned .,0
1285,"OLD CARDIOLOGISTS never die , they are just repulsed . .",1
1286,The safe was invented by a cop and a robber . It was quite a combination .,1
1287,"A woman cries before the wedding , a man after .",0
1288,"This building is so high , the elevator shows movies .",0
1289,"OLD TROMBONISTS never die , they just slide away . . .",1
1290,The dance club opened to rave reviews .,1
1291,"She was only a Elevator operator ' s daughter , and she loved to go down .",1
1292,The good is the enemy of the best .,0
1293,We spent all day debating about housefires . It was quite a heated argument .,1
1294,OLD STATUES never die they just get busted .,1
1295,Students who accent their textbooks with color markers add a real highlight to their day .,1
1296,Of COURSE I ' m on topic . ( Which echo is this ? ),0
1297,Pasteur was boiling about not being invited .,1
1298,"Trespassers will be shot , survivors will be shot again !",0
1299,"OLD JUDGES never die , they just slur their sentences",1
1300,Have you heard the joke about the bomb ? It had no impact .,1
1301,"He got a job in a factory making needles , but soon got stuck .",1
1302,Never put off till tomorrow what can be done today .,0
1303,"OLD SALESMEN never die , they just go out of commission .",1
1304,OLD BANKERS never die they just lose interest .,1
1305,The best things in life are free .,0
1306,My name is Josh . I ' m a talk show host,1
1307,The one thing that is constant is Change especially if you are a cashier .,1
1308,That really nice fellow works in a clothing factory sewing zippers on jeans . That is good . He wouldn ' t hurt a fly .,1
1309,To plan a graveyard you need a skeleton idea before a detailed plan .,1
1310,While the music was playing the geology teacher was rocking around .,1
1311,Banning Viagra was a big flop .,1
1312,You must not run after two hares at the same time .,0
1313,The warden gave the inmates acne medicine hoping it would keep them from breaking out .,1
1314,Plenty of people give the lord credit . Few give him cash .,1
1315,Variety is the spice of life .,0
1316,I really do have a photographic memory - - I just haven ' t developed it yet .,1
1317,My other vehicle is a Galaxy Class Starship,0
1318,Still water runs deep .,0
1319,"Doctor , Doctor , should I file my nails ? - No . Throw them away like everybody else . Next .",1
1320,He ' s a good letter carrier . He always keeps you posted .,1
1321,Footprints on the sands of time are not made by sitting down .,0
1322,OLD LAWYERS never die they just lose their judgment .,1
1323,After selling a shipment of salt the salesman said ' let ' s shake on that . ',1
1324,Someone who robs shoe stores is an arch criminal .,1
1325,The doctor couldn ' t transfer the organs because he didn ' t have the guts to do it .,1
1326,"The valuable dog was still missing , believed stolen , however the police announced they have a lead .",1
1327,"OLD LIBRARIANS never die , they just check out .",1
1328,Wal - Mart Is Not the Only Saving Place . Come On In .,1
1329,Lightning never strikes twice in the same place .,0
1330,"An hobbituary to Tolkien appeared in each of the major newspapers , all had a familiar ring to them .",1
1331,"The passenger couldn ' t find where his next flight was , but then he made the connection .",1
1332,"Hmmm , fence must still be down over at the funny farm . . . .",0
1333,When the branding iron was invented cattle were very impressed .,1
1334,You always find something in the last place you look .,0
1335,"OLD CHEMISTS never die , they just stop reacting .",1
1336,"Yo mama ' s so easy , that Madonna get tips from her !",0
1337,Why do people preserve fruits and vegetables ? Because they ' can ' .,1
1338,He bought lots of pens before starting his new job . He wanted to make his mark .,1
1339,"In the room the curtains were drawn , but the rest of the furniture was real .",1
1340,Males who wonder why they should have a prostate exam usually get it in the end .,1
1341,They argued about their vacation and finally stayed at the last resort .,1
1342,Eating too many snacks when studying for a test is called cramming .,1
1343,"OLD COURIERS never die , they just keep on expressing it !",1
1344,"She was only a Telephone operator ' s daughter , but she sure had good connections .",1
1345,My name is Rusty . I undercoat cars .,1
1346,We ' re lost but we ' re making good time .,0
1347,"' ' It ' s a German song , ' ' Tom lied .",1
1348,A teacher used his index finger to ask a lot of pointed questions .,1
1349,Since Bruce got too close to the big blade at the saw mill he is no longer feeling chipper .,1
1350,Opening a new funeral parlor can be quite an undertaking .,1
1351,The oil well driller had a boring job .,1
1352,"If you got it , flaunt it .",0
1353,The man who worked at the watch factory was very funny . He stood about all day making faces .,1
1354,Grills are a hot item .,1
1355,There was once a cross - eyed teacher who couldn ' t control his pupils .,1
1356,A woodcutter ' s world revolves on his axes .,1
1357,He has been a jogger for three years running .,1
1358,"Occasionally , I hear an assertion followed by a hasty qualification , such as , ' ' Jim graduated in 1995 - - if memory serves . ' ' I ' ll respond : ' . . . or only stands and waits . ' '",1
1359,In certain sexual harassment cases things can get kind of touchy .,1
1360,"If fortune favours , beware of being exalted ; if fortune thunders , beware of being overwhelmed .",0
1361,""" Tea , Early Grey , hot "" - Picard . . "" Ale , Romulan , lots . "" - Kirk",0
1362,OLD BASKETBALL PLAYERS never die they just go on dribbling .,1
1363,"I ' ve got to fix the automobile , said Tom mechanically .",1
1364,Is there a best month of spring ? There May be .,1
1365,A guy swallowed a spoon and found he couldn ' t stir .,1
1366,Ducks don ' t have their palms read - they look for it on the web .,1
1367,"The boy swallowed a pillow , the hospital described his condition as comfortable .",1
1368,I nailed my wood - shop test .,1
1369,Captain we ' re at 1700 CPS . The UARTs canna take much more,0
1370,Windows loading . Come back tomorrow .,0
1371,"OLD JUDGES never die , they just cease to try",1
1372,What did the skeleton have for supper ? Ribs .,1
1373,"She was only a Swimmer ' s daughter , but she knew every dive in town . .",1
1374,My name is Woody . A Forester,1
1375,Fight fire with fire .,0
1376,"When they bought a water bed , the couple started to drift apart .",1
1377,My name is Guy . I install antennas .,1
1378,The hardest thing for a person to keep is his opinion,1
1379,Can bankers count ? Eight windows and only four tellers ?,0
1380,A young nurse was nervous about giving vaccinations but gave it her best shot .,1
1381,If you tell a falsehood just after waking up you are lying in bed .,1
1382,After that poisonous snake struck at me in the Arizona Desert I was really rattled .,1
1383,He shined a police officer ' s shoes and had a brush with the law .,1
1384,' Change the channel ' she said remotely .,1
1385,We have nothing to fear but fear itself .,0
1386,"Then there was the occasion I spotted a health - oriented cafe displaying a sign reading ' ' California Shakes . ' ' Obviously , I thought .",1
1387,Of two evils choose the least .,0
1388,The cost of the space program is astronomical .,1
1389,911 : Press 1 if robbery . Press 2 if house on fire . Press 3 . . .,0
1390,People who like yogurt are well cultured .,1
1391,She played baseball and so did he . They hit it off .,1
1392,"A doorbell salesman joined the choir , and chimed right in .",1
1393,He got measles in jail when he broke out one night .,1
1394,A fisherman who was also a pianist was an expert with scales .,1
1395,The melody kept on playing until it became a strain .,1
1396,The two bowlers bore a striking resemblance .,1
1397,"Fire , quoth the fox , when he pissed on the ice .",0
1398,"Anarchists of the world , UNITE ! !",0
1399,"It was a sad day for the rattlesnake family , the time had come for the children to strike out on their own .",1
1400,"When I had my PlayStation stolen , my family were there to console me .",1
1401,"Okay , I pulled the pin . Now what ? Where are you going ?",0
1402,Young women who are mathematics professors closely watch their figures .,1
1403,He had trouble in his new job making tents and got himself into a flap .,1
1404,A bird in the hand is worth two in the bush .,0
1405,Overdrawn ? No way ! I still have checks left !,0
1406,Poor blood circulation runs through the family .,1
1407,If a lawyer speaks for too long there will be an extended sentence .,1
1408,Basic Flying Rule # 1 : Keep the pointy end forward .,0
1409,He was a restaurant critic but had no taste .,1
1410,All that glisters is not gold .,0
1411,"Wally wasn ' t sure in which branch of the Army he wanted to serve , but he gravitated toward the paratroops .",1
1412,Power tends to corrupt ; absolute power corrupts absolutely .,0
1413,I met a math professor who has 12 children - she really knows how to multiply .,1
1414,Many words will not fill a bushel .,0
1415,"My new girlfriend and I are moving together into a tree house , I hope we won ' t fall out .",1
1416,I used to be a banker but I lost interest,1
1417,"OLD PROCTOLOGISTS never die , they just face the end .",1
1418,"My dentist seems distracted , I think he was brushing me off .",1
1419,"We did it twice last night , she relayed .",1
1420,"She was only a Governor ' s daughter , but what a state she was in .",1
1421,"I never get lost , just momentarily disoriented .",0
1422,"On TV it ' s a maze of channels , luckily he had a guide .",1
1423,"Doctor , doctor , people tell me I ' m a wheelbarrow . - Don ' t let people push you around . Next .",1
1424,"Never invest in funerals , it ' s a dying industry .",1
1425,Hangmen always keep their customers in the loop .,1
1426,Roentgen was radiating .,1
1427,"OLD BOXERS never die , they just punch out",1
1428,"Waiter , there ' s a fly in my soup ! ' ' At our restaurant , we guarantee You won ' t find a single fly . ' ' ' ' Whaddya mean ? ' ' ' ' Because they ' re all married . ' '",1
1429,You are now entering a School Free Drug Zone .,0
1430,"Sky divers don ' t jump , they just fall away .",1
1431,"OLD PLANETS never die , they just lose their attraction .",1
1432,I wanted to make suits but I could never measure up .,1
1433,"My name is Will , I ' m a lawyer .",1
1434,"' ' Here ' s your allowance for the next two weeks , ' ' Tom advanced .",1
1435,"OLD CARD PLAYERS never die , they just shuffle off .",1
1436,The earliest mention of cars is in the Bible when Adam and Eve were driven out of the Garden of Eden .,1
1437,When a guillotine executioner is layed off he gets severance .,1
1438,I like elevators they let me say jokes on every level .,1
1439,"OLD ALCOHOLICS never die , they just lose their spirit .",1
1440,OLD TANNERS never die they just go into hiding .,1
1441,Jenny was sure she was going to Heaven but she wouldn ' t harp on it .,1
1442,A nuclear war can ruin your whole day . . .,0
1443,In Ireland you ' re more likely to get a Pat answer .,1
1444,You can ' t have an omelette unless you break the egg .,0
1445,Give a dog a bad name and hang him .,0
1446,Tires are fixed for a flat rate .,1
1447,The heart sees farther than the head .,0
1448,"He was the most dishonest and cleverest card shark in the city , the police said he will be dealt with .",1
1449,"Old electricians never die , they just get discharged .",1
1450,The trampoline was on sale for fifty per cent off . Needless to say I jumped on the offer .,1
1451,"I wanted to be a sonar technician , but it was out of my depth .",1
1452,"Peter went overboard for the lord , why can?€?t we .",1
1453,Stop talking ! I ' m out of aspirin !,0
1454,Proofread carefully to see if you any words out .,0
1455,The railway constructions are on track .,1
1456,"The truth shall set you free , or The truth will set you free .",0
1457,Stamp out excessive postage prices .,1
1458,"My name is Art , I ' m a museum curator .",1
1459,He put so many blanks in his document that he started to feel spaced out .,1
1460,"I ' m sorry Mrs . Bobbitt , you can ' t send that in the mail .",0
1461,The mother kangaroo tried to instill good financial habits in her baby . She told him to pocket all his allowance .,1
1462,Highways today are much better than they were many years ago and there are lots of concrete examples of it .,1
1463,"Monkey see , monkey do .",0
1464,Don ' t get lost in the mist or else you won ' t have the foggiest idea where you are .,1
1465,"A former doctor , while auditioning for a play , broke his leg . But luckily , he could still make the cast .",1
1466,Anything not nailed down is a cat toy .,0
1467,Success is a journey not a destination .,0
1468,"Some jokes get dated , other jokes get married .",1
1469,"I ' ve never tipped a cow . Then again , one has never served me food .",1
1470,Have you heard about that online origami store ? It folded .,1
1471,I ' d love to change the world . . . if I can get the source code .,0
1472,"She was only an Attorney ' s daughter , but what a will to break .",1
1473,Always smile . It makes people wonder what you ' re up to .,0
1474,"Kindness , like grain , increases by sowing .",0
1475,He didn ' t want to volunteer for the rodeo but he got roped into it .,1
1476,"When he switched from horses to sailing , his life took on a new tack .",1
1477,"Do I straddle the fence on issues ? Well , yes and no . . . .",0
1478,I wrote a novel about a fellow who had a small garden . It didn ' t have much of a plot .,1
1479,Absence makes the heart grow fonder .,0
1480,The queen told the prince that he was a royal pain .,1
1481,Hell ! I thought I?€?d gotten away with it !,1
1482,"' ' I want a motorized bicycle , ' ' Tom moped .",1
1483,A friend cannot be known in prosperity nor an enemy be hidden in adversity .,0
1484,A man given a watch at his retirement said ' it ' s about time ' .,1
1485,Photographers are often very candid people .,1
1486,Hell ! I thought it didn ' t matter what you believed as long as you were sincere !,1
1487,A thousand dogs were stolen from a pet shop on Saturday . Police say they have no leads .,1
1488,Shame take him that shame thinketh .,0
1489,A good beginning makes a good ending .,0
1490,Aliens can easily understand each other because their language is universal .,1
1491,"At first he was was a sprinter , but then he decided to run for office .",1
1492,It is always darkest just before you turn on the lights .,0
1493,"If it looks like a duck , swims like a duck , and quacks like a duck , then it probably is a duck .",0
1494,"Doctor , Doctor My little boy has just swallowed a roll of film ! - Hmmmm . Let ' s hope nothing develops . Next .",1
1495,I wondered why my geometry class was always tired . They were all out of shape .,1
1496,We offer counsel so you are not audited on your final return .,1
1497,A golden bit does not make the horse any better .,0
1498,"OLD BOOTLEGGERS never die , they just keep still .",1
1499,We carry our greatest enemies within us .,0
1500,To draw cartoons for a living requires someone who is very animated .,1
1501,Bill Gates took advantage of his Windows of opportunity,1
1502,I ' m drawn to art .,1
1503,"OLD MATHEMATICIANS never die , they just lose some functions .",1
1504,When you can ' t decide with your friends whose place to have a party at it ' s known as party politics .,1
1505,Missionaries like open hooded cars because they are convertible .,1
1506,The first time he put the horses on the carriage it went without a hitch .,1
1507,Undertakers ' Motto - Trust us . We are the very last ones to put you down .,1
1508,We are overdressed when we are wrapped up in ourselves .,1
1509,The inventor of sandpaper had a rough time of it .,1
1510,Satan can?€?t bring you down any farther than your knees .,1
1511,The inventor of the stove top was in his element .,1
1512,Astronauts work in a nice atmosphere .,1
1513,Well drilling is a deep subject .,1
1514,My name is Candy . I ' m a confectioner .,1
1515,"This is a picture of my new house , said Tom , visibly moved .",1
1516,I ' m buying a birthday present for a sculptor . Can you chip in ?,1
1517,"My cavity wasn ' t fixed by my regular dentist , but by a guy who was filling in .",1
1518,"OLD TYPISTS never die , they just lose their touch .",1
1519,Installing a fan can be a breeze .,1
1520,Skipping school to bungee jump will get you suspended .,1
1521,"Nature , time , and patience are three great physicians .",0
1522,There is only one way to open the door and that is the key .,1
1523,My other computer runs the Enterprise .,0
1524,"Engineers : often wrong , seldom in doubt .",0
1525,"OLD GRAVEDIGGERS never die , they just get buried in their work",1
1526,When the shocked IRS agent was found guilty of tax evasion he had to take time to collect himself .,1
1527,Don ' t let the perfect become the enemy of the good .,0
1528,The rodent catcher was always trying to weasel his way out of work .,1
1529,A hedge between keeps friends green .,0
1530,When William joined the army he disliked the phrase ' fire at will ' .,1
1531,When some coins fell into the batter it turned out to be a rich cake .,1
1532,Fine words butter no parsnips .,0
1533,"When the shoe store owner discovered that someone had broken into his store , the police pumped him for information .",1
1534,"That ' s the seventh dip , Namaan said cleanly .",1
1535,Don ' t take life seriously . . . it isn ' t permanent .,0
1536,Two mathematicians arguing about even numbers were at odds .,1
1537,The weather bureau is an umbrella organization .,1
1538,"OLD TELEPHONE OPERATORS never die , they just become disconnected .",1
1539,A streaker was found dead this morning . Police say the details are quite revealing .,1
1540,"I strongly dislike the subject of math , however I am partial to fractions .",1
1541,The builders of raceways believe that one good turn deserves another .,1
1542,A computer program attached to an electric chair would have to have its execution checked carefully .,1
1543,"OLD GAMBLERS never die , they just get discarded .",1
1544,"My mate swallowed a cordless vacuum cleaner , they took him to hospital and he is picking up nicely .",1
1545,My mom ran out of poultry seasoning so she winged it .,1
1546,"OLD CREDIT CARD USERS never die , they just expire .",1
1547,The members of the oldest profession are not really lost women ; they are just mislaid .,1
1548,A bowling team was called ' lightning ' because they had so many strikes .,1
1549,"A wife lasts as long as a marriage , an ex - wife for ever .",0
1550,"My name is Gene , I ' m a DNA researcher .",1
1551,Don ' t fall before you ' re pushed .,0
1552,"He had to learn what the measles was , from scratch .",1
1553,My name is Lute . I ' m a musician .,1
1554,"She had a boyfriend with a wooden leg , but broke it off .",1
1555,One leftover said to another ' foiled again . ',1
1556,Underpaid weather forecasters predicted a storm of protest .,1
1557,The painter was hospitalized due to too many strokes .,1
1558,Trust your calculator . It ' s something to count on .,1
1559,"When asked by a passenger how high he would get , the pilot replied , ' I don ' t do drugs . '",1
1560,The journalist went to Greece to see the ancient ruins and is now writing several columns about them .,1
1561,The mortician was late for dinner because he was buried in his work .,1
1562,"OLD RABBIS never die , they just get grey around the temples .",1
1563,When the janitor wanted to take up public speaking he always had the floor .,1
1564,"OLD GUITARISTS never die , they just become unstrung .",1
1565,"I before E except after C , huh ? Weird . . . . .",0
1566,The date of the marathon was changed . She took it in stride .,1
1567,Advice most needed is least heeded .,0
1568,A cutlery manufacturing company was built at a fork in the road .,1
1569,The man who fell into an upholstery machine is fully recovered .,1
1570,"( A ) bort , ( R ) etry , ( F ) ail , ( G ) rab _ Hammer",0
1571,The longest mile is the last mile home .,0
1572,People in the desert have dry humor .,1
1573,"A sign at a cemetery reads , ' No Trespassing , Violators Will Face Grave Charges ' .",1
1574,"Where ignorance is bliss , ' tis folly to be wise .",0
1575,Time and tide wait for no man .,0
1576,"Love me , love my dog .",0
1577,"For a long time , black holes were a dark secret .",1
1578,"She was only a Conductor ' s daughter , but she told you where to get off .",1
1579,I ' m not worthless . I can always serve as a bad example .,0
1580,Forgive and forget .,0
1581,Don ' t wash your dirty linen in public .,0
1582,A burnt child dreads the fire .,0
1583,Cooks have a lot of spice in their lives .,1
1584,The defendant in a coffee theft trial refused to testify on the grounds that could incriminate him .,1
1585,"Dorothy ' s dog , of the Wizard of Oz fame , always eats his food entirely - he never leaves any scraps because it ' s in toto .",1
1586,"OLD LANDSCAPERS never die , they just get weeded out .",1
