text	location
OLD BUS DRIVERS never die  they just take a turn for the worse 	-1
I do a lot of spreadsheets in the office so you can say I'm excelling at work 	17
Some childen are often on their pest behavior 	-1
A guy swallowed a spoon and found he couldn't stir 	12
Why did the scarecrow get a promotion  Because he was outstanding in his field 	-1
Why do archers shoot arrows  Could it be they are trying to get a point across 	16
Even if you're on the right track  you'll get run over if you just sit there 	9
A play  based on billiards  started right on cue 	11
Better is the enemy of good 	-1
Come huddle with us before the big game	-1
Have an optometrist run for president  because they are people of vision 	13
A lot of big delivery companies are always trying to courier favour 	-1
The boughs that bear most hang lowest 	-1
He put bug spray on his watch to get rid of the ticks 	13
The passenger couldn't find where his next flight was  but then he made the connection 	18
A high scoring football game can be very offensive 	9
There was an orchestra conductor who threw tempo tantrums 	-1
If it ain't broke  let me have a shot at it 	-1
She was only a catcher's daughter  but she had many balls bounce off her chin 	-1
Luggage salespeople have to make a good case for you to buy 	8
'I have to check the score on this exam again  Randy remarked 	-1
I wanted to bring a penguin home but my parents said that wasn't going to fly 	18
This is a picture of my new house  saidJack visibly moved 	14
When some coins fell into the batter it turned out to be a rich cake 	14
I keep hearing music coming from the printer  I think the paper is jamming 	15
He'd never gone hunting but decided to give it a shot 	13
Jumping to conclusions is bad exercise	1
A lot of trees were dying  but they needed to figure out the root of the problem 	15
I'd love to  but my patent is pending 	-1
I've always pictured myself taking selfies 	5
Any given program  once running  is obsolete 	-1
What does an invisible watermelon look like  Like that 	-1
She memorized just what kind of locket she wanted  by heart 	12
Of COURSE I'm on topic  ( Which echo is this  )	-1
The math professor went crazy with the blackboard  He did a number on it 	13
What do you call a snake that works in the government  A civil serpent 	-1
My name is Bill  I run a collection agency	-1
A belly button is for salt when you eat celery in bed 	-1
When in Rome  do as the Romans do 	-1
- Call me a taxi  - OK  you're a taxi 	-1
Keep your friends close  but your enemies closer 	-1
Towels tell bad jokes because they have a dry sense of humour  	9
What kind of bee is uncertain  A maybe 	-1
Nature reserves are an eagle opportunity employer 	-1
The French eat snails because they dislike fast food 	8
My son wanted a scooter  When I told him they are too dangerous  he moped around the house 	-1
New legislation forbids anyone but Santa's family dressing up as him  and you must be named in the related clauses 	-1
My wife uses a kitchen implement to shred garlic and parmesan cheese  which I hate  It really is the grater of two evils 	-1
The heart sees farther than the head 	-1
Oh sure  But what's the speed of dark 	-1
Footprints on the sands of time are not made by sitting down 	-1
Surfing is a swell sport 	4
Old sanitation men never die  they just waste away	9
When he forgot to itemize what he wanted at the grocery store he felt quite listless 	16
In a recession  the most secure job is garbage - man  Business is always picking up 	17
It's bad luck to be superstitious 	-1
'I'm just an ordinary soldier  Tiffany admitted privately 	-1
Do NOT look into laser with remaining eye  	-1
When the beekeeper moved into town he created quite a buzz 	11
I try wearing tight jeans  but I can never pull it off 	11
Anarchists of the world  UNITE  	-1
I use artificial sweetener at work  I add it to everything I say to my boss 	-1
Sherry is a good drink for the weekends  am I right 	-1
We'll burn that bridge when we come to it 	-1
A thief fell and broke his leg in wet cement  He became a hardened criminal 	15
The massage which came with the spa treatment was a nice touch 	12
A young nurse was nervous about giving vaccinations but gave it her best shot 	14
7 days without prayer makes 1 weak	-1
Those with scissors shouldn't use cutting words 	8
Save the whales  spouted Peter 	5
A good friend never offends 	-1
Old hockey players never die  they just achieve their final goal 	12
I'll have what the gentleman on the floor is having 	-1
After he bought his two - year - old a felt pen  he was a marked man 	17
If you go for a job interview at a rubber stamp company try to make a good impression 	18
""" Tea  Early Grey  hot "" - Picard   "" Ale  Romulan  lots  "" - Kirk"	-1
A skier who makes it to the olympics finds that it is all downhill from there 	14
Two podiatrists became arch rivals 	4
I hate it when motorcyclists hog the road 	6
A man brought his retriever to the vet for some tests and had to pay a lab fee 	17
Some diets cause a gut reaction 	5
We have nothing to fear but fear itself 	-1
I'm  A  Graduate  Of  The  Bill  Shatner  Acting  School 	-1
Reality is not only stranger than we imagine  it is stranger than we can imagine 	-1
I went to a buffet dinner with my neighbor  who is a taxidermist  After such a big meal  I was stuffed 	24
When they told him that his drum couldn't be fixed  it didn't resonate very well 	18
Take care of number one 	-1
Legends tell us that a weakness of the carnivorous vampire is a steak 	-1
The spirit is willing but the flesh is weak 	-1
Marconi was not wired up about going 	4
Patience is a virtue heavy in wait 	-1
OLD ANTENNA ENGINEERS never retire  they just phase away 	-1
Some people who cut hair can be quite barbarous 	-1
For the orthodontist visit  the boy had to brace himself 	10
Fear the man of one book 	-1
Getting this job managing a country estate has put me off fried eggs  I'm a gamekeeper turned poacher 	21
A drummer can cymbalize the enthusiasm of a band 	-1
It ain't over till the fat lady sings 	-1
My new theory on inertia doesn't seem to be gaining momentum 	13
Sign at a deer crossing : The Buck Stops Here 	-1
They hid from the gunman in a sauna where they could sweat it out 	12
Those who want to paint polka - dots have to find a good spot 	14
Confidence is important ; the computer can sense fear 	-1
Working for the IRS is a hard job because it is so taxing 	13
Weather forecasters thinking is sometimes clouded 	6
The musician in jail was anxiously awaiting his next release 	10
Basketball players are always bouncing ideas off each other 	5
Two surgeons were joking about sutures and had each other in stitches 	12
What you see is what you get 	-1
Despite the cost of living  have you noticed how it remains so popular 	-1
I got a nasty electric shock the other day  but I wasn't phased 	-1
No matter how much you push the envelope  it'll still be stationery 	-1
If there's one person you don't want to interrupt in the middle of a sentence it's a judge 	19
Baseball players are expected to perform well right off the bat 	11
Never lie to your lawyer 	-1
He bought a donkey because he thought he might get a kick out of it 	12
Policeman came looking for you yesterday  	-1
Live by the sword  die by the sword 	-1
There are 2 kinds of people : pessimists and fools    	-1
She swallowed a peach seed and could feel it in the pit of her stomach 	12
Last night sex was so good the neighbors lit cigarettes 	-1
OLD BUTCHERS never die  they just get disjointed 	9
High on a ladder he saw a beautiful girl below  He fell for her 	13
The rodent catcher was always trying to weasel his way out of work 	8
When Wally discovered he had Lyme disease he was really ticked off 	11
A lot of kneeling will keep you in good standing	-1
When asked by a passenger how high he would get  the pilot replied 'I don't do drugs  '	7
He took a nail to the volleyball game because he wanted to spike it 	13
Why yes  I - do - work for a unit of the Illuminati 	-1
Wilbur Wright said he'd take a flier on it 	9
Do not add oil to the fire 	-1
The safe was invented by a cop and a robber  It was quite a combination 	16
The enemy of my enemy  is my friend 	-1
Nothing ventured  nothing gained 	-1
Convicts are committed people 	3
Old door framers never die  they just become unhinged 	10
Why are Italians so good at making coffee  Because they really know how to espresso themselves 	-1
He was a Red Cross blood donor until he went out of circulation 	13
Refusing to go to the gym counts as resistance training 	9
A musician went to hospital after playing too many accidentals 	10
The one thing that is constant is Change especially if you are a cashier 	8
Aliens can easily understand each other because their language is universal 	11
Once the pin is pulled  Mr  Grenade is no longer a friend   	-1
Good girls go to heaven  Bad girls go EVERYwhere 	-1
Anyone who remembers the 60's    wasn't there 	-1
Males who wonder why they should have a prostate exam usually get it in the end 	-1
Sign on an electrician's truck : Let us remove your shorts 	-1
The All - Pro wide receiver's wedding was a little bit shaky  but his reception was excellent 	18
He was only a weatherman' s son  but he sure had a warm front 	16
No pain  no gain 	-1
Never put off till tomorrow what can be done today 	-1
I'm buying a birthday present for a sculptor  Can you chip in 	14
The invention of a shirt fastener after the button was a snap 	12
He folded and straightened the money because he wanted a tidy sum 	12
Zeal without knowledge is a runaway horse 	-1
The teddy bear left the restaurant feeling stuffed 	8
The astronauts said their experience on the moon was out of this world 	13
The psychiatrist told the genie his emotions were all bottled up 	10
A computer program attached to an electric chair would have to have its execution checked carefully 	14
One night a banking tycoon fell overboard from his yacht  He was saved because he could float a loan 	18
What is a computer's favorite kind of cookie  Chocolate chip 	13
Stealing someone's coffee is called'mugging'	9
Two cooks disagreed but decided to hash it over 	7
If you don't know how to choose music ask a guitarist - they know how to pick 	19
Two lovers who had been apart for some time were reunited on a foggy day  One whispered to the other'I mist you'	-1
She was only a Pitcher's daughter  but you should have seen her curves 	-1
My fear of planes has taken off 	6
To teach someone how to build a compass you have to be good at giving directions 	16
When the CEO dropped his brownie on the calculator  was he trying to fudge the numbers 	15
There is no smoke without fire 	-1
Admiration is the daughter of ignorance 	-1
She was only a Wrestler's daughter  but you oughtta see her box  	-1
Don't burn the candle at both ends 	-1
If fortune favours  beware of being exalted ; if fortune thunders  beware of being overwhelmed 	-1
Hotel owners usually have suite dreams 	-1
My coach got stung by a bee  The next day he had hives 	14
Waiter  there's a fly in my soup  Force of habit  sir  the chef used to be a tailor 	9
It's a fact  taller people sleep longer in bed 	10
Old geographers never die  they just become legends 	9
Time will tell 	-1
A seminar on Time Travel will be held 2 weeks ago    	-1
When you give to god  you always get back change	-1
Authors can be very pensive 	-1
Life imitates art 	-1
Don't argue with a bomb inventor - he might blow up at you 	12
Negotiations regarding the railroads have been derailed due to union protests 	7
One leftover said to another'foiled again  '	7
Man with authority walks into a bar and orders everyone a round 	-1
We went to the owls convention and it was a real hoot 	12
Let me know right away if you don't get this message 	-1
If you think that mutt made strange sounds as a pup  you should hear him grown 	-1
The more you stroke the cat's tail  the more he raises his back 	-1
A dog gave birth to puppies near the road and was ticketed for littering 	14
To be a successful frequent flier you need a lot of connections 	12
Wal - Mart Is Not the Only Saving Place  Come On In 	-1
Overheard in med school -'I learned about the colon through the process of elimination  '	16
Home sweet home 	-1
Do not let adversity get you down unless you are on your knees	-1
If you can't make it good  make it expensive 	-1
Curiosity didn't kill the cat  I got'im with the mower 	-1
The longest mile is the last mile home 	-1
When I had my PlayStation stolen  my family were there to console me 	13
When the father found he had septuplets  he could hardly believe his own census 	-1
they stand best who kneel most	-1
The manufacturers of dynamite do a booming business 	7
I used to be addicted to soap  but I'm clean now 	13
The more people I meet  the more I like my dog 	-1
It is not wise to open old wounds 	-1
In the old days a suspended sentence was hanging 	9
During branding cowboys have sore calves 	6
Conductors are essential for the performance tonight 	-1
A boy told his parents he wanted to raise goats for a living  but he was only kidding 	19
The best place for criticism is in front of your mirror 	-1
Do I straddle the fence on issues  Well  yes and no    	-1
Money doesn't grow on sprees 	-1
A wife lasts as long as a marriage  an ex - wife for ever 	-1
I got angry when my cell phone battery died  My counselor suggested I find an outlet 	17
'I make the armour out of chain links  Sammy replied by mail 	17
The state police highway officer worked tirelessly in the heavy rain to assist a lady whose car was stuck in a ditch  He was a real trooper 	-1
After they had it out in the boxing ring  they called it square 	14
Joan is as good as my lady in the dark 	-1
Like father  like son 	-1
To some - marriage is a word    to others - a sentence 	15
Building a cul - de - sac would be a bit of a dead - end job 	-1
I'm not worthless  I can always serve as a bad example 	-1
When potato chips don't sell fast enough  the maker knows it will soon be crunch time 	18
My name is Wade and I'm in swimming pool maintenance 	-1
When the pirate captain's ship ran aground he couldn't fathom why 	14
Speed doesn't kill  Stopping very fast kills 	-1
If you make yourself into a doormat  people will wipe their feet on you 	-1
After he carried a gun in his car the engine was soon shot 	13
Those who build roofs are so inclined 	7
The airlines have become so cash - strapped  they charged me for my emotional baggage 	16
OLD SHEET ROCKERS (dry wallers) never die  they just hang around 	11
The man who worked at the watch factory was very funny  He stood about all day making faces 	-1
If it's not Valentine's Day and you see a man in a flower shop  you can probably start up a conversation by asking 'What did you do  '	-1
The hostage said he couldn't stay on the phone long because he was tied up at the moment 	16
Long absent  soon forgotten 	-1
'This food tastes of plutonium  said Marlene glowingly 	-1
After judges get drunk  they just slur their sentences	10
Two mathematicians arguing about even numbers were at odds 	9
The study of ancient symbols will lead you to rune 	-1
I must attend my flock  said Nathan sheepishly 	-1
Yesterday a clown held the door for me  That was such a nice jester 	-1
The plums for sale dried out  so the profits were pruned 	12
If you want enemies excel others  if you want friends let others excel you 	-1
You don't shit where you eat 	-1
An astronomy column in the newspaper would have a lot of space devoted to it 	12
Scientists studying the sun have a flare for research 	-1
Hangmen always keep their customers in the loop 	8
I used to hate maths but then I realised decimals have a point 	13
You often hear of a good wine through the grapevine 	10
She was always calling for her twins  on the double 	-1
He was the most dishonest and cleverest card shark in the city  the police said he will be dealt with 	20
Courage lost  all lost 	-1
You're so vain / I bet you think this tagline's about you	-1
Make the best of a bad bargain 	-1
Old statisticians never die  they just get mean 	9
My friend lives by a cliff he's always telling me to drop over 	14
Old plumbers never die  they just pipe down 	8
Those who get up at sunrise have many ideas dawn on them 	10
Saw makers losing money have to make lots of cuts 	10
Doctor  Doctor  should I file my nails  - No  Throw them away like everybody else  Next 	7
A hangman will always keep you in the loop 	9
When longshoremen show up late for work they get docked 	10
Iron sharpens iron 	-1
Opportunities take now for an answer	-1
What is the best advice to give a worm  Sleep late 	-1
Have you ever heard of an honest cheetah 	-1
I wanted to make suits but I could never measure up 	10
A little greed can get you lots of stuff	-1
Hope for the best  but prepare for the worst 	-1
OLD GUITARISTS never die  they just become unstrung 	9
If you operate a drill press you have a boring job 	10
I phoned the zoo but the lion was busy 	-1
After the six campers were discovered missing from their tents the state police began to canvas the area 	16
Darwin said he'd have to see what evolved 	10
Okay  I pulled the pin  Now what  Where are you going 	-1
I often think if I had taken a different path in life  I could be lying on a slightly more comfortable sofa right now 	-1
Banning Viagra was a big flop 	6
It's where we store the hay  my friend said loftily 	-1
The vaccuum cleaner stopped working after two weeks 	-1
I'm NOT unemployed      I'm a consultant 	-1
He got measles in jail when he broke out one night 	8
Those who live by the sword    kill those who don't 	-1
When the human cannonball was late for work he got fired 	11
Rule 1 : Don't sweat the small stuff  Rule 2 : Everything is small stuff	-1
If the shoe fits  wear it 	-1
I trained my dog to hunt for underground mushrooms but now he's more truffle than he's worth 	-1
Superglue  James rejoined 	4
Musical composers can use lots of Note paper 	7
An experienced waiter can give a lot of good tips 	10
If you invite an insomniac to your pajama party they will be up for it 	13
The dogs bark but the caravan passes on 	-1
An heir is someone with a descent wage 	-1
It's not the minutes spent at the table that put on weight  it's the seconds 	20
I met a math professor who has 12 children - she really knows how to multiply 	16
Give a man a fish and you feed him for a day  Teach a man to fish and you feed him for a lifetime 	-1
When entering a funeral home  remember to stay alert and always look alive 	14
He threw snow in his neighbor's driveway and shouted  do you get my drift 	17
Jesus changes grave situations  Happy Easter 	-1
Junior loved being a member of the wrestling team even though he was prone to lose 	-1
Working in the bakery left her with a loathe of bread 	-1
Hell     I had forgotten about that 	-1
What happened to the stuttering prisoner  He didn't finish his sentence 	14
Two blackberries met  They were both in a jam 	10
Have you ever heard a terrible joke  Well now you have 	-1
You have to give credit to people who work in stores during a holiday - and many people do 	5
I bought a metronome for 20 bucks  You can't beat that price 	13
Two pencils decided to have a race  The outcome was a draw 	13
If a lawyer speaks for too long there will be an extended sentence 	13
A boating accident between the yacht  Red Dawn  and the schooner  Blue Lagoon  left the survivors marooned 	21
Jesus did the only extreme world makeover  the flood	-1
Behind every great computer lies    a mess of wires 	-1
Cows make noise only when they're in the mood 	-1
Someone who robs shoe stores is an arch criminal 	8
The cost of the space program is astronomical 	8
Money talks 	-1
De Broglie waved aside the invitation 	3
I forget the dream  but I'm missing a pajama button   	-1
A pie went for an audition for a part in a play  The casting agent told him he performed well  but it was more of a sausage roll 	-1
OLD ELECTRICIANS never die  they just lose their spark 	-1
Old typists never die  they just lose their touch 	5
Copper wire was invented by lawyers arguing over a penny 	-1
The seed company turfed out my idea for ready made lawn 	4
In the room the curtains were drawn  but the rest of the furniture was real 	7
OLD GEOLOGISTS never die  they just have their faults	10
Using deodorant is no sweat 	5
If you give some managers an inch they think they're a ruler 	14
The trumpeter blew it while auditioning for the symphony 	3
Love me tender / love me sweet / push me out at 12  000 ft	-1
Life's a ledger  are we giving a good accounting of ourselves	10
He's not dead  he's electroencephalographically challenged	-1
Wrestlers don't like to be put on hold 	10
Some jokes get dated  other jokes get married 	4
The Jedi Knight traded in his light saber for a light dagger  He had gone over to the dirk side 	-1
He does the work of 3 men     Larry Moe & Curly 	-1
Waiter  there's a fly in my soup  I know  It gives you a nice buzz doesn't it 	22
A good beginning makes a good ending 	-1
I've met zucchini with more potential 	-1
Shepherds sometimes have staff meetings 	4
I woke up this morning and forgot which side the sun rises from  Then it dawned on me 	17
Backups are usually a good thing unless it's a sewer 	1
Becoming a yoga instructor offers the possibilities of a unique teaching position 	12
What nationality is Santa  North Polish 	-1
If you got it  flaunt it 	-1
Audubon said he'd have to wing it 	8
Give and you might receive  Take and be sure of it 	-1
A little boy fired his light - colored crayons because they wouldn't show up 	15
Did you hear about the guy whose whole left side was cut off  He's all right now 	-1
She was only a Telephone operator's daughter  but she sure had good connections 	7
A gambling gardener usually hedges his bets 	5
The mathematician worked at home because he only functioned in his domain 	12
Why do those that pay the least complain the most 	-1
Doctor  doctor  people tell me I'm a wheelbarrow  - Don't let people push you around  Next 	20
Math teachers have lots of problems 	-1
Hell hath no fury like the lawyer of woman scorned 	-1
She was only a Bottlemaker's daughter  but nothing could stop her 	13
I used to think I was indecisive  but now I'm not too sure 	-1
OLD PHILOSOPHERS never die  they just retire to their own premises 	12
A guy became so good with a chainsaw that he was promoted to branch manager 	14
Profanity  the language of computer professionals	-1
Packing up and relocating to a new home can be a moving experience 	12
The agreeable tennis umpire was generous to a fault 	9
I travel all over America Ianstated 	-1
What did the grape say when it got stepped on  Nothing - but it let out a little whine 	-1
Never go to bed angry  Stay awake and plot your revenge 	-1
The oil well driller had a boring job 	-1
The trampoline was on sale for fifty per cent off  Needless to say I jumped on the offer 	16
Love me  love my dog 	-1
He studied water purification and had a great thirst for knowledge 	9
A hay farmer in jail could get out on bale 	-1
After a long career  the cartoonist sat down  closed his eyes  and drew his last breath 	16
A lingerie thief gave a police officer the slip 	9
The boating store had its best sail ever 	-1
There's only one problem with your face : I can see it 	-1
She was only a Janitor's daughter  and she was often swept off her feet 	-1
Some people find fire drills quite Alarming 	7
He is a terrible governor's son  but what a state he was in 	13
Make like mustard and catch up 	-1
Morticians make you feel dead gorgeous 	5
Reading while sunbathing makes you well red 	-1
The triangular computer monitor business was just a big pyramid screen 	-1
The builders of raceways believe that one good turn deserves another 	9
Officer Jones takes his yearly bath every June  He is a characteristic example of a dirty cop 	17
Illusionists always find themselves in tricky situations 	6
Not to brag  but my antics at work resulted in several items being added to the employee manual 	-1
SYSOP \'sis p \ n : the person laughing as you type	-1
I put all my spare cash into an origami business  It folded 	13
Hell is full  The damned are now in Tech Support 	-1
Trophy shops often will give customers floss with their purchase to eliminate plaque problems 	13
I told my friend about the creative writing class I took  and she said that she had a simile experience 	-1
Never test for an error you don't know how to handle 	-1
Heart surgeons never bypass a good opportunity 	4
When the electrican apprentice made mistakes  his mother grounded him 	10
Those who polish cars so that they shine work in a buffer zone 	-1
He couldn't decide whether to accept a job in mattress sales so he decided to sleep on it 	18
The air conditioner salesman lost his cool at a rude customer 	7
A person who would make a banking joke is of no account 	12
Getting soap in your eyes is no lathering matter 	-1
He didn't want to volunteer for the rodeo but he got roped into it 	14
The racers all had shorts on that were too small for them  so it was a tight race 	18
The thief had a bold plan  He figured he could carry it off 	-1
If you miss a class at beauty school you'll need a makeup session 	14
We never really grow up  We only learn how to act in public 	-1
Ampere was worried he wasn't up to current research 	10
What bow can't be tied  A rainbow 	-1
A rock band set up on the exchange floor  They wanted to play the stock market 	14
Old mechanics never die they just retire	7
I strongly dislike the subject of math  however I am partial to fractions 	12
The play on fishing had quite a cast 	8
I wanted to lose weight so I went to the paint store  I heard I could get thinner there 	19
Set a herring to catch a whale 	-1
If you're looking for oranges on an apple tree you will have a fruitless search 	16
To many girls the word'marriage'has a nice ring to it 	12
In parking lots  arguments often start from scratch 	9
Failure is the path of least persistence 	-1
Lightning never strikes twice in the same place 	-1
When the wheel was invented  it caused a revolution 	10
You have the right to remain silent     USE IT 	-1
The electrician had a lot of customers yesterday and he almost went mad 	-1
She was only an Apple - grower's daughter but the men said she was delicious 	-1
A city worker who campaigned for new sewer pipes finally had to go underground 	14
The photograph that I took of the sandstorm turned out grainy 	11
He was a real gentlemen and always opened the fridge door for me 	-1
My geometry teacher got distracted and started to go off on a tangent 	13
Her face was determined as she climbed the porch 	-1
Dentists practice by going through many drills 	7
My name is Bud  I'm in flowers 	-1
It was raining cats and dogs  There were poodles all over the road 	-1
After he bought a mirror he became very reflective 	9
A new broome sweepeth cleane 	-1
Due to inclement weather  the sandwich shop wrapped up early Tuesday night 	9
The politician is not one for Indian food  But he's good at currying favors 	16
